symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,realized_pnl,pnl_points,commission,exit_reason,entry_metadata,sig
ES,LONG,2025-08-08 14:15:00+00:00,6404.25,2025-08-08 15:30:00+00:00,6395.5,1,-46.15,8.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=25 | RSI=75 | brkH=6401.50 | SL=8.1pt | TP=16.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 5.369129227635418, 'atr_value': 5.369129227635418, 'adx_value': 24.84258359428603, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 16116}",MOM_BRK_LONG
ES,LONG,2025-08-19 14:15:00+00:00,6472.75,2025-08-19 14:30:00+00:00,6464.75,1,-42.4,8.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=15 | RSI=64 | brkH=6469.50 | SL=7.8pt | TP=15.5pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 5.16800060305129, 'atr_value': 5.16800060305129, 'adx_value': 15.05235491886685, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 240}",MOM_BRK_LONG
ES,LONG,2025-08-26 20:00:00+00:00,6481.0,2025-08-27 13:30:00+00:00,6473.75,1,-38.65,7.25,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=22 | RSI=71 | brkH=6478.50 | SL=9.6pt | TP=19.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.386747885577928, 'atr_value': 6.386747885577928, 'adx_value': 21.561300494678783, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 723}",MOM_BRK_LONG
ES,LONG,2025-09-03 15:00:00+00:00,6462.0,2025-09-03 15:15:00+00:00,6450.0,1,-62.4,12.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=18 | RSI=61 | brkH=6461.00 | SL=11.5pt | TP=23.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 7.666230879522792, 'atr_value': 7.666230879522792, 'adx_value': 18.001945273824568, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1239}",MOM_BRK_LONG
ES,LONG,2025-09-19 19:30:00+00:00,6724.25,2025-09-19 20:00:00+00:00,6721.5,1,-16.15,2.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=20 | RSI=74 | brkH=6721.25 | SL=8.3pt | TP=16.5pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 5.511228196438825, 'atr_value': 5.511228196438825, 'adx_value': 20.377481103562246, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2361}",MOM_BRK_LONG
ES,LONG,2025-09-30 19:00:00+00:00,6721.5,2025-09-30 20:30:00+00:00,6721.75,1,-1.15,0.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=19 | RSI=64 | brkH=6720.00 | SL=12.1pt | TP=24.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 8.070827375335163, 'atr_value': 8.070827375335163, 'adx_value': 18.82909514981417, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3003}",MOM_BRK_LONG
ES,LONG,2025-10-01 18:15:00+00:00,6761.5,2025-10-01 20:00:00+00:00,6760.25,1,-8.65,1.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=45 | RSI=77 | brkH=6756.50 | SL=10.2pt | TP=20.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.772768547829122, 'atr_value': 6.772768547829122, 'adx_value': 44.59735762083239, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3092}",MOM_BRK_LONG
ES,LONG,2025-10-03 16:00:00+00:00,6798.25,2025-10-03 17:00:00+00:00,6788.5,1,-51.15,9.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=26 | RSI=70 | brkH=6795.50 | SL=9.1pt | TP=18.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.064565771668929, 'atr_value': 6.064565771668929, 'adx_value': 26.26076536974393, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3267}",MOM_BRK_LONG
ES,LONG,2025-10-08 15:30:00+00:00,6797.0,2025-10-08 17:30:00+00:00,6800.25,1,13.85,3.25,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=21 | RSI=73 | brkH=6793.75 | SL=9.0pt | TP=18.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.025202910707493, 'atr_value': 6.025202910707493, 'adx_value': 21.301444058463233, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3541}",MOM_BRK_LONG
ES,LONG,2025-11-28 16:00:00+00:00,6851.25,2025-11-28 16:15:00+00:00,6844.75,1,-34.9,6.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=39 | RSI=80 | brkH=6850.00 | SL=5.9pt | TP=12.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 3.9623885491837822, 'atr_value': 3.9623885491837822, 'adx_value': 39.02247940698909, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6927}",MOM_BRK_LONG
ES,LONG,2026-01-07 17:15:00+00:00,7004.5,2026-01-07 17:45:00+00:00,6994.5,1,-52.4,10.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=18 | RSI=69 | brkH=7002.50 | SL=9.3pt | TP=18.5pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.166698910195482, 'atr_value': 6.166698910195482, 'adx_value': 18.248777876634577, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 9294}",MOM_BRK_LONG
ES,LONG,2026-01-27 15:45:00+00:00,7011.75,2026-01-27 17:45:00+00:00,7009.25,1,-14.9,2.5,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=18 | RSI=68 | brkH=7007.75 | SL=8.3pt | TP=16.8pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 5.559372079145696, 'atr_value': 5.559372079145696, 'adx_value': 17.5383219668819, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 10560}",MOM_BRK_LONG
ES,LONG,2026-02-25 19:15:00+00:00,6957.5,2026-02-25 21:30:00+00:00,6974.5,1,82.6,17.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=50 | RSI=71 | brkH=6956.00 | SL=8.5pt | TP=17.0pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 5.640825054767812, 'atr_value': 5.640825054767812, 'adx_value': 50.21107025858725, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 12490}",MOM_BRK_LONG
ES,LONG,2026-04-14 16:30:00+00:00,6998.5,2026-04-14 18:15:00+00:00,6986.75,1,-61.15,11.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=59 | RSI=81 | brkH=6995.25 | SL=11.1pt | TP=22.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 7.420448350209476, 'atr_value': 7.420448350209476, 'adx_value': 59.01612358326689, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 15580}",MOM_BRK_LONG
ES,LONG,2026-04-15 18:15:00+00:00,7045.25,2026-04-15 23:45:00+00:00,7069.25,1,117.6,24.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=34 | RSI=70 | brkH=7042.25 | SL=12.1pt | TP=24.2pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 8.072615155000442, 'atr_value': 8.072615155000442, 'adx_value': 34.30119717030017, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 15679}",MOM_BRK_LONG
ES,LONG,2026-05-01 14:15:00+00:00,7296.75,2026-05-01 14:30:00+00:00,7285.0,1,-61.15,11.75,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=32 | RSI=82 | brkH=7293.25 | SL=11.2pt | TP=22.5pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 7.466261627768802, 'atr_value': 7.466261627768802, 'adx_value': 31.631901411914715, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 16767}",MOM_BRK_LONG
ES,LONG,2026-05-08 14:15:00+00:00,7415.5,2026-05-08 16:15:00+00:00,7420.5,1,22.6,5.0,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'MOM_BRK_LONG | ADX=19 | RSI=69 | brkH=7413.75 | SL=10.3pt | TP=20.5pt', 'entry_module': '', 'entry_reason': '', 'entry_type': 'or_breakout', 'atr': 6.8384769504519545, 'atr_value': 6.8384769504519545, 'adx_value': 19.262022294628217, 'market_state': 'OR_BREAKOUT', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 17227}",MOM_BRK_LONG
