id,order_id,timestamp,event_type,status,filled,remaining,avg_fill_price,message
794,221,2025-11-10T13:59:35.633481,PLACED,Placed,,,,"SELL 2 ES"
795,222,2025-11-10T13:59:35.636296,PLACED,Placed,,,,"SELL 2 ES"
796,221,2025-11-10T13:59:35.703234,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
797,222,2025-11-10T13:59:35.705574,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
798,220,2025-11-10T13:59:35.707518,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
799,220,2025-11-10T13:59:35.709448,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
800,220,2025-11-10T13:59:35.711191,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
801,221,2025-11-10T13:59:35.713688,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
802,222,2025-11-10T13:59:35.714810,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
803,384,2025-11-10T14:16:09.605572,PLACED,Placed,,,,"BUY 2 ES"
804,385,2025-11-10T14:16:09.618288,PLACED,Placed,,,,"SELL 2 ES"
805,386,2025-11-10T14:16:09.619822,PLACED,Placed,,,,"SELL 2 ES"
806,385,2025-11-10T14:16:09.778654,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
807,386,2025-11-10T14:16:09.781836,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
808,384,2025-11-10T14:16:09.787055,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
809,385,2025-11-10T14:16:09.789425,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
810,384,2025-11-10T14:16:09.791679,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
811,384,2025-11-10T14:16:09.793937,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
812,386,2025-11-10T14:16:09.795262,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
813,390,2025-11-10T14:16:21.504298,PLACED,Placed,,,,"SELL 3 ES"
814,391,2025-11-10T14:16:21.505838,PLACED,Placed,,,,"BUY 3 ES"
815,392,2025-11-10T14:16:21.506987,PLACED,Placed,,,,"BUY 3 ES"
816,391,2025-11-10T14:16:21.754002,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
817,392,2025-11-10T14:16:21.757361,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
818,390,2025-11-10T14:16:21.759828,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
819,390,2025-11-10T14:16:21.762404,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
820,390,2025-11-10T14:16:21.764613,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
821,391,2025-11-10T14:16:21.766440,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
822,392,2025-11-10T14:16:21.768159,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
823,404,2025-11-10T14:17:22.484046,PLACED,Placed,,,,"BUY 2 ES"
824,405,2025-11-10T14:17:22.487528,PLACED,Placed,,,,"SELL 2 ES"
825,406,2025-11-10T14:17:22.489205,PLACED,Placed,,,,"SELL 2 ES"
826,405,2025-11-10T14:17:22.549261,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
827,406,2025-11-10T14:17:22.550999,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
828,404,2025-11-10T14:17:22.554866,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
829,404,2025-11-10T14:17:22.556632,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
830,404,2025-11-10T14:17:22.558462,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
831,405,2025-11-10T14:17:22.559905,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
832,406,2025-11-10T14:17:22.560853,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
833,116,2025-11-10T14:28:13.428364,PLACED,Placed,,,,"BUY 3 ES"
834,117,2025-11-10T14:28:13.436166,PLACED,Placed,,,,"SELL 3 ES"
835,118,2025-11-10T14:28:13.439724,PLACED,Placed,,,,"SELL 3 ES"
836,117,2025-11-10T14:28:13.688663,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
837,118,2025-11-10T14:28:13.690632,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
838,116,2025-11-10T14:28:13.692703,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
839,117,2025-11-10T14:28:13.693788,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
840,116,2025-11-10T14:28:13.694889,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
841,116,2025-11-10T14:28:13.695786,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
842,118,2025-11-10T14:28:13.696670,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
843,154,2025-11-10T14:29:49.683308,PLACED,Placed,,,,"BUY 2 ES"
844,155,2025-11-10T14:29:49.686720,PLACED,Placed,,,,"SELL 2 ES"
845,156,2025-11-10T14:29:49.689396,PLACED,Placed,,,,"SELL 2 ES"
846,155,2025-11-10T14:29:49.935254,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
847,156,2025-11-10T14:29:49.938208,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
848,154,2025-11-10T14:29:49.941442,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
849,155,2025-11-10T14:29:49.946972,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
850,154,2025-11-10T14:29:49.948723,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
851,154,2025-11-10T14:29:49.949828,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
852,156,2025-11-10T14:29:49.950668,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
853,168,2025-11-10T14:30:18.256448,PLACED,Placed,,,,"BUY 2 ES"
854,169,2025-11-10T14:30:18.262783,PLACED,Placed,,,,"SELL 2 ES"
855,170,2025-11-10T14:30:18.266331,PLACED,Placed,,,,"SELL 2 ES"
856,169,2025-11-10T14:30:18.509947,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
857,170,2025-11-10T14:30:18.513021,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
858,168,2025-11-10T14:30:18.519209,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
859,169,2025-11-10T14:30:18.522182,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
860,168,2025-11-10T14:30:18.523721,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
861,168,2025-11-10T14:30:18.524668,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
862,170,2025-11-10T14:30:18.525438,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
863,242,2025-11-10T14:33:36.063467,PLACED,Placed,,,,"BUY 2 ES"
864,243,2025-11-10T14:33:36.068592,PLACED,Placed,,,,"SELL 2 ES"
865,244,2025-11-10T14:33:36.070425,PLACED,Placed,,,,"SELL 2 ES"
866,243,2025-11-10T14:33:36.225431,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
867,244,2025-11-10T14:33:36.229224,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
868,242,2025-11-10T14:33:36.232995,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
869,243,2025-11-10T14:33:36.235148,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
870,242,2025-11-10T14:33:36.237615,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
871,242,2025-11-10T14:33:36.239134,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
872,244,2025-11-10T14:33:36.239948,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
873,278,2025-11-10T14:35:06.186094,PLACED,Placed,,,,"BUY 2 ES"
874,279,2025-11-10T14:35:06.190871,PLACED,Placed,,,,"SELL 2 ES"
875,280,2025-11-10T14:35:06.192801,PLACED,Placed,,,,"SELL 2 ES"
876,279,2025-11-10T14:35:06.444921,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
877,280,2025-11-10T14:35:06.447800,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
878,278,2025-11-10T14:35:06.450601,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
879,279,2025-11-10T14:35:06.452873,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
880,278,2025-11-10T14:35:06.454910,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
881,278,2025-11-10T14:35:06.458350,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
882,280,2025-11-10T14:35:06.460870,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
883,284,2025-11-10T14:35:12.128335,PLACED,Placed,,,,"BUY 2 ES"
884,285,2025-11-10T14:35:12.130520,PLACED,Placed,,,,"SELL 2 ES"
885,286,2025-11-10T14:35:12.131928,PLACED,Placed,,,,"SELL 2 ES"
886,285,2025-11-10T14:35:12.379670,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
887,286,2025-11-10T14:35:12.382494,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
888,284,2025-11-10T14:35:12.384979,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
889,284,2025-11-10T14:35:12.387297,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
890,284,2025-11-10T14:35:12.389243,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
891,285,2025-11-10T14:35:12.390806,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
892,286,2025-11-10T14:35:12.391867,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
893,298,2025-11-10T14:35:40.542024,PLACED,Placed,,,,"BUY 2 ES"
894,299,2025-11-10T14:35:40.545047,PLACED,Placed,,,,"SELL 2 ES"
895,300,2025-11-10T14:35:40.546924,PLACED,Placed,,,,"SELL 2 ES"
896,299,2025-11-10T14:35:40.673684,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
897,300,2025-11-10T14:35:40.677396,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
898,298,2025-11-10T14:35:40.681216,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
899,299,2025-11-10T14:35:40.683894,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
900,300,2025-11-10T14:35:40.686166,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
901,298,2025-11-10T14:35:40.688453,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
902,298,2025-11-10T14:35:40.690465,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
903,334,2025-11-10T14:37:10.636415,PLACED,Placed,,,,"SELL 2 ES"
904,335,2025-11-10T14:37:10.640200,PLACED,Placed,,,,"BUY 2 ES"
905,336,2025-11-10T14:37:10.642186,PLACED,Placed,,,,"BUY 2 ES"
906,335,2025-11-10T14:37:10.889282,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
907,336,2025-11-10T14:37:10.892170,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
908,334,2025-11-10T14:37:10.895710,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
909,335,2025-11-10T14:37:10.898516,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
910,334,2025-11-10T14:37:10.901412,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
911,334,2025-11-10T14:37:10.905810,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
912,336,2025-11-10T14:37:10.908002,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
913,340,2025-11-10T14:37:16.636696,PLACED,Placed,,,,"SELL 2 ES"
914,341,2025-11-10T14:37:16.638419,PLACED,Placed,,,,"BUY 2 ES"
915,342,2025-11-10T14:37:16.639687,PLACED,Placed,,,,"BUY 2 ES"
916,341,2025-11-10T14:37:16.885308,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
917,342,2025-11-10T14:37:16.888145,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
918,340,2025-11-10T14:37:16.890450,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
919,340,2025-11-10T14:37:16.892280,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
920,340,2025-11-10T14:37:16.894597,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
921,341,2025-11-10T14:37:16.896484,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
922,342,2025-11-10T14:37:16.897960,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
923,354,2025-11-10T14:37:45.058052,PLACED,Placed,,,,"SELL 2 ES"
924,355,2025-11-10T14:37:45.059435,PLACED,Placed,,,,"BUY 2 ES"
925,356,2025-11-10T14:37:45.060196,PLACED,Placed,,,,"BUY 2 ES"
926,355,2025-11-10T14:37:45.317977,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
927,356,2025-11-10T14:37:45.321654,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
928,354,2025-11-10T14:37:45.414519,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
929,355,2025-11-10T14:37:45.417233,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
930,354,2025-11-10T14:37:45.420464,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
931,354,2025-11-10T14:37:45.423684,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
932,356,2025-11-10T14:37:45.426985,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
933,360,2025-11-10T14:37:50.998404,PLACED,Placed,,,,"SELL 2 ES"
934,361,2025-11-10T14:37:51.000353,PLACED,Placed,,,,"BUY 2 ES"
935,362,2025-11-10T14:37:51.001815,PLACED,Placed,,,,"BUY 2 ES"
936,361,2025-11-10T14:37:51.065932,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
937,362,2025-11-10T14:37:51.068430,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
938,360,2025-11-10T14:37:51.072724,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
939,360,2025-11-10T14:37:51.074451,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
940,360,2025-11-10T14:37:51.076189,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
941,361,2025-11-10T14:37:51.077824,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
942,362,2025-11-10T14:37:51.079603,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
943,368,2025-11-10T14:38:02.349485,PLACED,Placed,,,,"SELL 2 ES"
944,369,2025-11-10T14:38:02.352063,PLACED,Placed,,,,"BUY 2 ES"
945,370,2025-11-10T14:38:02.353131,PLACED,Placed,,,,"BUY 2 ES"
946,369,2025-11-10T14:38:02.603702,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
947,370,2025-11-10T14:38:02.606991,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
948,368,2025-11-10T14:38:02.609531,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
949,369,2025-11-10T14:38:02.612081,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
950,368,2025-11-10T14:38:02.614327,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
951,368,2025-11-10T14:38:02.616943,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
952,370,2025-11-10T14:38:02.619282,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
953,416,2025-11-10T14:40:06.463975,PLACED,Placed,,,,"SELL 2 ES"
954,417,2025-11-10T14:40:06.470487,PLACED,Placed,,,,"BUY 2 ES"
955,418,2025-11-10T14:40:06.475606,PLACED,Placed,,,,"BUY 2 ES"
956,417,2025-11-10T14:40:06.715155,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
957,418,2025-11-10T14:40:06.719378,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
958,416,2025-11-10T14:40:06.722932,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
959,417,2025-11-10T14:40:06.724793,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
960,416,2025-11-10T14:40:06.727713,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
961,416,2025-11-10T14:40:06.730449,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
962,418,2025-11-10T14:40:06.732985,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
963,422,2025-11-10T14:40:12.398054,PLACED,Placed,,,,"SELL 2 ES"
964,423,2025-11-10T14:40:12.400214,PLACED,Placed,,,,"BUY 2 ES"
965,424,2025-11-10T14:40:12.401973,PLACED,Placed,,,,"BUY 2 ES"
966,423,2025-11-10T14:40:12.649573,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
967,424,2025-11-10T14:40:12.653483,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
968,422,2025-11-10T14:40:12.743523,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
969,422,2025-11-10T14:40:12.747013,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
970,422,2025-11-10T14:40:12.749437,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
971,423,2025-11-10T14:40:12.751265,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
972,424,2025-11-10T14:40:12.753509,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
973,440,2025-11-10T14:40:52.075985,PLACED,Placed,,,,"BUY 3 ES"
974,441,2025-11-10T14:40:52.080772,PLACED,Placed,,,,"SELL 3 ES"
975,442,2025-11-10T14:40:52.082710,PLACED,Placed,,,,"SELL 3 ES"
976,441,2025-11-10T14:40:52.142539,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
977,442,2025-11-10T14:40:52.146210,STATUS_UPDATE,PreSubmitted,0,3,,"Status: PreSubmitted"
978,440,2025-11-10T14:40:52.149483,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
979,440,2025-11-10T14:40:52.151876,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
980,440,2025-11-10T14:40:52.153867,STATUS_UPDATE,Inactive,0,3,,"Status: Inactive"
981,441,2025-11-10T14:40:52.155413,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
982,442,2025-11-10T14:40:52.156751,STATUS_UPDATE,Cancelled,0,3,,"Status: Cancelled"
983,132,2025-11-10T14:41:33.100013,PLACED,Placed,,,,"BUY 1 ES"
984,133,2025-11-10T14:41:33.105877,PLACED,Placed,,,,"SELL 1 ES"
985,134,2025-11-10T14:41:33.108224,PLACED,Placed,,,,"SELL 1 ES"
986,133,2025-11-10T14:41:33.356717,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
987,134,2025-11-10T14:41:33.360250,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
988,132,2025-11-10T14:41:33.365085,STATUS_UPDATE,Inactive,0,1,,"Status: Inactive"
989,133,2025-11-10T14:41:33.368447,STATUS_UPDATE,Cancelled,0,1,,"Status: Cancelled"
990,132,2025-11-10T14:41:33.371061,STATUS_UPDATE,Cancelled,0,1,,"Status: Cancelled"
991,132,2025-11-10T14:41:33.373438,STATUS_UPDATE,Inactive,0,1,,"Status: Inactive"
992,134,2025-11-10T14:41:33.375042,STATUS_UPDATE,Cancelled,0,1,,"Status: Cancelled"
993,484,2025-11-10T14:42:44.552504,PLACED,Placed,,,,"SELL 2 ES"
994,485,2025-11-10T14:42:44.556363,PLACED,Placed,,,,"BUY 2 ES"
995,486,2025-11-10T14:42:44.557399,PLACED,Placed,,,,"BUY 2 ES"
996,485,2025-11-10T14:42:44.827330,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
997,486,2025-11-10T14:42:44.831060,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
998,484,2025-11-10T14:42:44.834351,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
999,485,2025-11-10T14:42:44.839685,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1000,484,2025-11-10T14:42:44.841650,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1001,484,2025-11-10T14:42:44.842926,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1002,486,2025-11-10T14:42:44.843790,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1003,502,2025-11-10T14:43:24.211151,PLACED,Placed,,,,"BUY 2 ES"
1004,503,2025-11-10T14:43:24.215159,PLACED,Placed,,,,"SELL 2 ES"
1005,504,2025-11-10T14:43:24.216868,PLACED,Placed,,,,"SELL 2 ES"
1006,503,2025-11-10T14:43:24.468295,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1007,504,2025-11-10T14:43:24.471985,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1008,502,2025-11-10T14:43:24.474740,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1009,503,2025-11-10T14:43:24.477087,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1010,502,2025-11-10T14:43:24.479309,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1011,502,2025-11-10T14:43:24.482381,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1012,504,2025-11-10T14:43:24.485316,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1013,546,2025-11-10T14:45:16.893868,PLACED,Placed,,,,"BUY 2 ES"
1014,547,2025-11-10T14:45:16.898024,PLACED,Placed,,,,"SELL 2 ES"
1015,548,2025-11-10T14:45:16.899723,PLACED,Placed,,,,"SELL 2 ES"
1016,547,2025-11-10T14:45:17.145554,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1017,548,2025-11-10T14:45:17.148738,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1018,546,2025-11-10T14:45:17.150708,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1019,547,2025-11-10T14:45:17.155028,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1020,546,2025-11-10T14:45:17.157000,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1021,546,2025-11-10T14:45:17.159370,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1022,548,2025-11-10T14:45:17.161227,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1023,552,2025-11-10T14:45:22.812629,PLACED,Placed,,,,"BUY 2 ES"
1024,553,2025-11-10T14:45:22.814500,PLACED,Placed,,,,"SELL 2 ES"
1025,554,2025-11-10T14:45:22.815904,PLACED,Placed,,,,"SELL 2 ES"
1026,553,2025-11-10T14:45:22.873145,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1027,554,2025-11-10T14:45:22.875328,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1028,552,2025-11-10T14:45:22.876964,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1029,553,2025-11-10T14:45:22.878158,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1030,552,2025-11-10T14:45:22.879495,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1031,552,2025-11-10T14:45:22.880927,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1032,554,2025-11-10T14:45:22.882117,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1033,558,2025-11-10T14:45:28.549003,PLACED,Placed,,,,"BUY 2 ES"
1034,559,2025-11-10T14:45:28.551145,PLACED,Placed,,,,"SELL 2 ES"
1035,560,2025-11-10T14:45:28.552470,PLACED,Placed,,,,"SELL 2 ES"
1036,559,2025-11-10T14:45:28.612459,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1037,560,2025-11-10T14:45:28.615055,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1038,558,2025-11-10T14:45:28.617060,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1039,558,2025-11-10T14:45:28.618910,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1040,558,2025-11-10T14:45:28.621251,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1041,559,2025-11-10T14:45:28.622684,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1042,560,2025-11-10T14:45:28.623927,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1043,621,2025-11-10T14:47:43.010085,PLACED,Placed,,,,"BUY 2 ES"
1044,622,2025-11-10T14:47:43.019205,PLACED,Placed,,,,"SELL 2 ES"
1045,623,2025-11-10T14:47:43.020510,PLACED,Placed,,,,"SELL 2 ES"
1046,622,2025-11-10T14:47:43.190383,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1047,623,2025-11-10T14:47:43.193548,STATUS_UPDATE,PreSubmitted,0,2,,"Status: PreSubmitted"
1048,621,2025-11-10T14:47:43.196182,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1049,622,2025-11-10T14:47:43.198795,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1050,621,2025-11-10T14:47:43.200362,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1051,621,2025-11-10T14:47:43.202514,STATUS_UPDATE,Inactive,0,2,,"Status: Inactive"
1052,623,2025-11-10T14:47:43.205203,STATUS_UPDATE,Cancelled,0,2,,"Status: Cancelled"
1053,185,2025-11-10T14:49:34.480775,PLACED,Placed,,,,"BUY 1 ES"
1054,186,2025-11-10T14:49:34.489329,PLACED,Placed,,,,"SELL 1 ES"
1055,187,2025-11-10T14:49:34.492621,PLACED,Placed,,,,"SELL 1 ES"
1056,186,2025-11-10T14:49:34.552114,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1057,187,2025-11-10T14:49:34.554656,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1058,185,2025-11-10T14:49:34.557216,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1059,185,2025-11-10T14:49:34.606721,EXECUTION,,,,,"Filled 1.0 @ 6830.25"
1060,185,2025-11-10T14:49:34.608625,STATUS_UPDATE,Filled,1,0,6830.25,"Status: Filled"
1061,186,2025-11-10T14:49:34.609913,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1062,187,2025-11-10T14:49:34.610944,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1063,186,2025-11-10T14:49:34.612146,STATUS_UPDATE,Submitted,0,1,,"Status: Submitted"
1064,704,2025-11-10T14:52:28.005787,PLACED,Placed,,,,"SELL 1 ES"
1065,704,2025-11-10T14:52:28.121505,STATUS_UPDATE,PreSubmitted,0,1,,"Status: PreSubmitted"
1066,704,2025-11-10T14:52:28.133723,EXECUTION,,,,,"Filled 1.0 @ 6827.75"
1067,704,2025-11-10T14:52:28.136875,STATUS_UPDATE,Filled,1,0,6827.75,"Status: Filled"
1068,712,2025-11-10T14:52:45.033366,PLACED,Placed,,,,"SELL 1 ES"
