date,signal_type,right,strike,confidence,confidence_tier,regime,spy_entry,spy_exit,entry_premium,exit_premium,pnl_per_contract,pnl_pct,holding_hours,vix,iv_rank,month
2025-11-24,PUT_SWEEP,P,660.0,0.7980441854030581,MEDIUM,TREND_DOWN,664.9437866210938,671.1981811523438,5.07,2.12,-253.51,-50.0,24.0,20.520000457763672,18.142048139445535,2025-11
2025-11-25,CALL_SWEEP,C,681.0,0.8257750507989989,HIGH,RANGE_BOUND,671.1981811523438,679.5208129882812,3.27,4.68,140.4,42.87,48.0,18.559999465942383,13.098299006826524,2025-11
2025-11-26,CALL_SWEEP,C,666.0,0.78462909627857,MEDIUM,RANGE_BOUND,675.8318481445312,676.4185180664062,12.88,12.46,-42.22,-3.28,48.0,17.190000534057617,9.57282582940642,2025-11
2025-11-28,CALL_SWEEP,C,677.0,0.8625887802405365,HIGH,TREND_UP,679.5208129882812,677.67138671875,7.8,5.81,-199.38,-25.56,48.0,16.350000381469727,7.411219759463518,2025-11
2025-12-01,CALL_SWEEP,C,685.0,0.8537588839368645,HIGH,TREND_UP,676.4185180664062,680.0180053710938,3.25,3.16,-9.14,-2.81,48.0,17.239999771118164,9.70149087070388,2025-12
2025-12-02,CALL_SWEEP,C,679.0,0.8553608248393059,HIGH,TREND_UP,677.67138671875,680.51513671875,5.85,6.03,18.29,3.13,48.0,16.59000015258789,8.028820792553388,2025-12
2025-12-03,CALL_SWEEP,C,684.0,0.792762276179046,MEDIUM,TREND_UP,680.0180053710938,681.8078002929688,4.51,4.08,-43.32,-9.6,48.0,16.079999923706055,6.716416756641147,2025-12
2025-12-04,CALL_SWEEP,C,680.0,0.8593651971633316,HIGH,TREND_UP,680.51513671875,679.7594604492188,6.5,5.38,-111.82,-17.22,48.0,15.779999732971191,5.944414238214631,2025-12
2025-12-05,CALL_SWEEP,C,679.0,0.8180050394925313,HIGH,TREND_UP,681.8078002929688,679.1727294921875,7.64,5.67,-197.72,-25.86,48.0,15.40999984741211,4.992278698668992,2025-12
2025-12-08,CALL_SWEEP,C,678.0,0.8279808139454294,HIGH,TREND_UP,679.7594604492188,683.6771850585938,7.49,8.64,114.99,15.36,48.0,16.65999984741211,8.208953813672514,2025-12
2025-12-09,CALL_SWEEP,C,683.0,0.798818367974359,MEDIUM,TREND_UP,679.1727294921875,685.26806640625,4.88,6.21,132.84,27.23,48.0,16.93000030517578,8.903756816494884,2025-12
2025-12-10,CALL_SWEEP,C,682.0,0.852523268373377,HIGH,TREND_UP,683.6771850585938,677.9000244140625,7.15,3.37,-357.39,-50.0,48.0,15.770000457763672,5.918682702432151,2025-12
2025-12-11,CALL_SWEEP,C,687.0,0.8664487903785407,HIGH,TREND_UP,685.26806640625,677.9000244140625,5.08,2.23,-253.77,-50.0,24.0,14.850000381469727,3.551209621459291,2025-12
2025-12-12,CALL_SWEEP,C,672.0,0.7750867603998728,MEDIUM,TREND_UP,677.9000244140625,675.0264282226562,9.67,7.08,-258.5,-26.74,48.0,15.739999771118164,5.841480732699653,2025-12
2025-12-15,CALL_SWEEP,C,674.0,0.8176475484457703,HIGH,TREND_UP,676.8758544921875,667.5986938476562,8.04,3.03,-401.85,-50.0,48.0,16.5,7.797219791612599,2025-12
2025-12-16,PUT_SWEEP,P,670.0,0.8195377444245796,HIGH,RANGE_BOUND,675.0264282226562,672.6399536132812,3.72,3.9,17.76,4.77,48.0,16.479999542236328,7.745751811790933,2025-12
2025-12-17,PUT_SWEEP,P,672.0,0.8491333109256247,HIGH,RANGE_BOUND,667.5986938476562,678.7363891601562,8.61,1.97,-430.28,-50.0,48.0,17.6200008392334,10.679362854288705,2025-12
2025-12-18,PUT_SWEEP,P,666.0,0.8253133300809031,HIGH,RANGE_BOUND,672.6399536132812,678.7363891601562,3.28,1.01,-164.04,-50.0,24.0,16.8700008392334,8.749357785286591,2025-12
2025-12-19,CALL_SWEEP,C,669.0,0.7735662525326578,MEDIUM,RANGE_BOUND,678.7363891601562,686.0863037109375,12.16,17.77,560.66,46.09,48.0,14.90999984741211,3.7056086526675824,2025-12
2025-12-22,CALL_SWEEP,C,686.0,0.8017445637294672,HIGH,RANGE_BOUND,682.96484375,688.4996948242188,4.19,5.94,174.92,41.75,48.0,14.079999923706055,1.5697365726355117,2025-12
2025-12-23,CALL_SWEEP,C,689.0,0.8662865395466437,HIGH,TREND_UP,686.0863037109375,688.4298706054688,4.24,4.3,6.35,1.5,48.0,14.0,1.3638695616055547,2025-12
2025-12-24,CALL_SWEEP,C,694.0,0.87,HIGH,TREND_UP,688.4996948242188,685.9765625,3.06,1.74,-131.42,-42.97,48.0,13.470000267028809,0.0,2025-12
2025-12-26,CALL_SWEEP,C,694.0,0.8614268043455565,HIGH,TREND_UP,688.4298706054688,685.138916015625,3.08,1.57,-150.87,-48.99,48.0,13.600000381469727,0.3345345064557687,2025-12
2025-12-29,CALL_SWEEP,C,679.0,0.768604527621534,MEDIUM,TREND_UP,685.9765625,680.062744140625,9.96,5.52,-444.21,-44.59,48.0,14.199999809265137,1.8785370891804476,2025-12
2025-12-30,CALL_SWEEP,C,689.0,0.7872014959070485,MEDIUM,TREND_UP,685.138916015625,681.309326171875,3.96,1.88,-197.96,-50.0,48.0,14.329999923706055,2.213071595636216,2025-12
2025-12-31,CALL_SWEEP,C,684.0,0.8214693813134354,HIGH,TREND_UP,680.062744140625,685.846923828125,4.11,5.98,186.89,45.42,48.0,14.949999809265137,3.808542158182561,2025-12
2026-01-02,CALL_SWEEP,C,689.0,0.829901086339807,HIGH,TREND_UP,681.309326171875,689.92578125,2.66,5.45,265.6,100.0,48.0,14.510000228881836,2.6762735975177967,2026-01
2026-01-05,CALL_SWEEP,C,690.0,0.7601829564718567,MEDIUM,TREND_UP,685.846923828125,687.701904296875,4.06,4.07,0.67,0.17,48.0,14.899999618530273,3.679874662756749,2026-01
2026-01-06,CALL_SWEEP,C,692.0,0.8293841052175054,HIGH,TREND_UP,689.92578125,687.632080078125,4.92,3.25,-166.99,-33.94,48.0,14.75,3.293874630607668,2026-01
2026-01-07,CALL_SWEEP,C,687.0,0.8303051981091585,HIGH,TREND_UP,687.701904296875,692.1796264648438,6.51,7.99,148.33,22.79,48.0,15.380000114440918,4.9150791830648455,2026-01
2026-01-08,CALL_SWEEP,C,690.0,0.8328498509663433,HIGH,TREND_UP,687.632080078125,693.2666625976562,5.03,6.95,191.47,38.04,48.0,15.449999809265137,5.09521220418397,2026-01
2026-01-09,CALL_SWEEP,C,694.0,0.860820575099093,HIGH,TREND_UP,692.1796264648438,691.8804931640625,4.96,4.37,-58.97,-11.9,48.0,14.489999771118164,2.6248056176961305,2026-01
2026-01-12,CALL_SWEEP,C,699.0,0.84357284952023,HIGH,TREND_UP,693.2666625976562,688.479736328125,3.6,1.81,-179.62,-49.84,48.0,15.119999885559082,4.246010170153308,2026-01
2026-01-13,CALL_SWEEP,C,689.0,0.8253257984827529,HIGH,TREND_UP,691.8804931640625,690.3546142578125,7.99,6.04,-194.91,-24.4,48.0,15.979999542236328,6.4590817657895245,2026-01
2026-01-14,CALL_SWEEP,C,693.0,0.7908217402673541,MEDIUM,TREND_UP,688.479736328125,689.7761840820312,4.62,3.84,-77.75,-16.83,48.0,16.75,8.440554814613304,2026-01
2026-01-15,CALL_SWEEP,C,690.0,0.8361428531020851,HIGH,TREND_UP,690.3546142578125,675.7345581054688,6.52,1.73,-326.2,-50.0,48.0,15.84000015258789,6.098815723551276,2026-01
2026-01-16,CALL_SWEEP,C,688.0,0.8373644050337049,HIGH,TREND_UP,689.7761840820312,675.7345581054688,7.29,2.64,-364.61,-50.0,24.0,15.859999656677246,6.150281249244589,2026-01
2026-01-20,PUT_SWEEP,P,671.0,0.7871794782505859,MEDIUM,RANGE_BOUND,675.7345581054688,683.5332641601562,5.11,1.51,-255.62,-50.0,24.0,20.09000015258789,17.03551111456325,2026-01
2026-01-21,PUT_SWEEP,P,677.0,0.8159288434040489,HIGH,RANGE_BOUND,683.5332641601562,687.352783203125,3.41,1.44,-170.73,-50.0,48.0,16.899999618530273,8.826554846762386,2026-01
2026-01-22,CALL_SWEEP,C,690.0,0.8340887912698622,HIGH,RANGE_BOUND,687.103515625,690.84326171875,4.87,5.86,99.65,20.48,48.0,15.640000343322754,5.584148195976383,2026-01
2026-01-23,CALL_SWEEP,C,685.0,0.8331121497766251,HIGH,RANGE_BOUND,687.352783203125,693.5957641601562,7.68,10.95,327.24,42.6,48.0,16.09000015258789,6.742150746551981,2026-01
2026-01-26,CALL_SWEEP,C,693.0,0.8530491549199358,HIGH,TREND_UP,690.84326171875,693.5259399414062,5.42,5.78,35.83,6.61,48.0,16.149999618530273,6.896549777760272,2026-01
2026-01-27,CALL_SWEEP,C,692.0,0.7731912603699991,MEDIUM,TREND_UP,693.5957641601562,692.1497192382812,7.41,5.75,-166.67,-22.48,48.0,16.350000381469727,7.411219759463518,2026-01
2026-01-28,CALL_SWEEP,C,696.0,0.8345081551409097,HIGH,TREND_UP,693.5259399414062,690.0853271484375,5.38,3.32,-206.25,-38.33,48.0,16.350000381469727,7.411219759463518,2026-01
2026-01-29,CALL_SWEEP,C,689.0,0.8286118790649499,HIGH,TREND_UP,692.1497192382812,693.5159912109375,8.48,8.11,-37.5,-4.42,48.0,16.8799991607666,8.77508686694072,2026-01
2026-01-30,CALL_SWEEP,C,687.0,0.815386585808912,HIGH,TREND_UP,690.0853271484375,687.6520385742188,8.63,6.33,-230.33,-26.68,48.0,17.440000534057617,10.216160852407127,2026-01
2026-02-02,CALL_SWEEP,C,697.0,0.847016575011272,HIGH,TREND_UP,693.5159912109375,684.3211059570312,4.94,1.77,-246.86,-50.0,48.0,16.34000015258789,7.385485769552686,2026-02
2026-02-04,PUT_SWEEP,P,686.0,0.8383885402623418,HIGH,RANGE_BOUND,684.3211059570312,688.739013671875,7.61,5.08,-253.35,-33.29,48.0,18.639999389648438,13.304166017856483,2026-02
2026-02-05,PUT_SWEEP,P,671.0,0.848641276745551,HIGH,TREND_DOWN,675.7744750976562,688.739013671875,5.7,1.4,-284.93,-50.0,24.0,21.770000457763672,21.358723254449057,2026-02
2026-02-06,PUT_SWEEP,P,692.0,0.8306622536531807,HIGH,RANGE_BOUND,688.739013671875,690.2349243164062,9.17,6.43,-273.72,-29.85,48.0,20.3700008392334,17.756048107296454,2026-02
2026-02-09,CALL_SWEEP,C,699.0,0.8339550136672971,HIGH,RANGE_BOUND,692.0599975585938,690.075439453125,3.97,2.45,-152.28,-38.33,48.0,17.360000610351562,10.010293841377168,2026-02
2026-02-10,CALL_SWEEP,C,691.0,0.8339619136243164,HIGH,RANGE_BOUND,690.2349243164062,679.41455078125,6.7,2.51,-335.02,-50.0,48.0,17.790000915527344,11.116830866259452,2026-02
2026-02-11,CALL_SWEEP,C,691.0,0.8433440325321969,HIGH,TREND_UP,690.075439453125,679.41455078125,6.57,3.06,-328.38,-50.0,24.0,17.649999618530273,10.756559915764498,2026-02
2026-02-12,PUT_SWEEP,P,687.0,0.7676230899881952,MEDIUM,RANGE_BOUND,679.41455078125,680.9901733398438,11.84,9.65,-219.07,-18.5,48.0,20.81999969482422,18.9140482037437,2026-02
2026-02-13,PUT_SWEEP,P,671.0,0.8443370617475319,HIGH,TREND_DOWN,679.8931884765625,684.4208374023438,3.86,1.59,-192.92,-50.0,48.0,20.600000381469727,18.347915150475494,2026-02
2026-02-17,PUT_SWEEP,P,686.0,0.8214244967107416,HIGH,TREND_DOWN,680.9901733398438,682.61572265625,10.07,8.05,-201.89,-20.05,48.0,20.290000915527344,17.5501810962665,2026-02
2026-02-18,PUT_SWEEP,P,685.0,0.8185629300180095,HIGH,TREND_DOWN,684.4208374023438,687.5523071289062,7.41,4.74,-266.99,-36.02,48.0,19.6200008392334,15.82604303829434,2026-02
2026-02-19,PUT_SWEEP,P,679.0,0.8187350002399909,HIGH,TREND_DOWN,682.61572265625,680.531494140625,5.69,5.74,4.8,0.84,48.0,20.229999542236328,17.3957771568015,2026-02
2026-02-20,CALL_SWEEP,C,685.0,0.8230011567192409,HIGH,RANGE_BOUND,687.5523071289062,685.4779052734375,8.91,6.71,-220.12,-24.69,48.0,19.09000015258789,14.462171022560433,2026-02
2026-02-23,PUT_SWEEP,P,672.0,0.8344486052512966,HIGH,TREND_DOWN,680.531494140625,685.4779052734375,4.12,1.97,-205.88,-50.0,24.0,21.010000228881836,19.402984195536114,2026-02
2026-02-24,PUT_SWEEP,P,689.0,0.7998348384322397,MEDIUM,TREND_DOWN,685.4779052734375,687.422607421875,8.97,6.58,-239.62,-26.7,48.0,19.549999237060547,15.645905108918512,2026-02
2026-02-25,CALL_SWEEP,C,701.0,0.8414383803239645,HIGH,RANGE_BOUND,691.26220703125,684.1216430664062,3.27,1.29,-163.36,-50.0,48.0,17.93000030517578,11.477096908497701,2026-02
2026-02-26,CALL_SWEEP,C,692.0,0.8260357026410962,HIGH,RANGE_BOUND,687.422607421875,684.5106201171875,5.28,3.92,-135.77,-25.7,48.0,18.6299991607666,13.27843202794565,2026-02
2026-02-27,PUT_SWEEP,P,682.0,0.8117839454468398,HIGH,RANGE_BOUND,684.1216430664062,678.4771118164062,6.21,9.14,292.31,47.04,48.0,19.860000610351562,16.443644071384213,2026-02
2026-03-02,PUT_SWEEP,P,679.0,0.8183593420419659,HIGH,RANGE_BOUND,684.5106201171875,683.2639770507812,5.39,4.64,-74.62,-13.85,48.0,21.440000534057617,20.509521220418396,2026-03
2026-03-03,PUT_SWEEP,P,682.0,0.8315532667308903,HIGH,TREND_DOWN,678.4771118164062,679.4544067382812,10.4,8.66,-174.17,-16.75,48.0,23.56999969482422,25.990733456751446,2026-03
2026-03-04,PUT_SWEEP,P,677.0,0.8146798286575773,HIGH,TREND_DOWN,683.2639770507812,670.5487060546875,4.98,12.6,498.47,100.0,48.0,21.149999618530273,19.76325023777436,2026-03
2026-03-05,PUT_SWEEP,P,683.0,0.8324003715637932,HIGH,TREND_DOWN,679.4544067382812,676.4227294921875,10.49,11.54,104.81,9.99,48.0,23.75,26.453935458633026,2026-03
2026-03-06,PUT_SWEEP,P,663.0,0.7517616701834696,MEDIUM,HIGH_VOL,670.5487060546875,676.4227294921875,7.28,3.48,-363.87,-50.0,24.0,29.489999771118164,41.2249069977384,2026-03
2026-03-09,PUT_SWEEP,P,676.0,0.8267449299366288,HIGH,TREND_DOWN,676.4227294921875,674.4879760742188,9.03,8.2,-83.04,-9.2,48.0,25.5,30.957280619637963,2026-03
2026-03-10,PUT_SWEEP,P,675.0,0.8171554749511952,HIGH,TREND_DOWN,675.3356323242188,664.2459106445312,8.84,14.68,583.36,65.97,48.0,24.93000030517578,29.490477552517426,2026-03
2026-03-11,PUT_SWEEP,P,679.0,0.8003766416523352,HIGH,TREND_DOWN,674.4879760742188,660.4862060546875,11.15,20.44,928.78,83.28,48.0,24.229999542236328,27.689137524812775,2026-03
2026-03-12,PUT_SWEEP,P,666.0,0.8296829508075617,HIGH,HIGH_VOL,664.2459106445312,667.2078857421875,10.62,6.53,-408.95,-38.49,48.0,27.290000915527344,35.56356174028622,2026-03
2026-03-13,PUT_SWEEP,P,656.0,0.8346937732505654,HIGH,HIGH_VOL,660.4862060546875,667.2078857421875,7.56,3.44,-378.09,-50.0,24.0,27.190000534057617,35.3062267494346,2026-03
2026-03-16,PUT_SWEEP,P,659.0,0.8041636655744568,HIGH,TREND_DOWN,667.2078857421875,659.6285400390625,4.92,7.22,229.22,46.56,48.0,23.510000228881836,25.836334425543157,2026-03
2026-03-17,PUT_SWEEP,P,668.0,0.8063691163688922,HIGH,TREND_DOWN,668.9630126953125,658.0029907226562,7.51,13.2,568.83,75.73,48.0,22.3700008392334,22.90272829130209,2026-03
2026-03-18,PUT_SWEEP,P,666.0,0.8200977823438012,HIGH,TREND_DOWN,659.6285400390625,648.5700073242188,12.37,19.38,701.03,56.67,48.0,25.09000015258789,29.902211574577343,2026-03
2026-03-19,PUT_SWEEP,P,653.0,0.8164645672018866,HIGH,TREND_DOWN,658.0029907226562,655.3800048828125,6.21,6.67,46.33,7.46,48.0,24.059999465942383,27.251669512842025,2026-03
2026-03-20,PUT_SWEEP,P,654.0,0.8357488422956261,HIGH,HIGH_VOL,648.5700073242188,653.1799926757812,12.26,8.43,-382.72,-31.22,48.0,26.780000686645508,34.25115770437398,2026-03
2026-03-23,PUT_SWEEP,P,657.0,0.8373700493022116,HIGH,HIGH_VOL,655.3800048828125,656.8200073242188,10.01,7.65,-235.66,-23.54,48.0,26.149999618530273,32.62995069778845,2026-03
2026-03-24,PUT_SWEEP,P,656.0,0.8330436942018518,HIGH,HIGH_VOL,653.1799926757812,645.0900268554688,10.91,14.62,370.72,33.98,48.0,26.950000762939453,34.68862571634473,2026-03
2026-03-25,PUT_SWEEP,P,647.0,0.811373122087295,HIGH,TREND_DOWN,656.8200073242188,645.0900268554688,4.85,9.8,485.35,100.0,24.0,25.329999923706055,30.519812607667212,2026-03
2026-03-26,PUT_SWEEP,P,651.0,0.8277707581433441,HIGH,HIGH_VOL,645.0900268554688,631.969970703125,12.72,21.34,861.29,67.69,48.0,27.440000534057617,35.94956177243531,2026-03
2026-03-27,PUT_SWEEP,P,624.0,0.8247606838330491,HIGH,HIGH_VOL,634.0900268554688,650.3400268554688,6.29,0.66,-314.69,-50.0,48.0,31.049999237060547,45.239316166950914,2026-03
