date,open,high,low,close,volume
2021-06-01,395.75106785184676,395.89154219615915,392.5949537330821,393.0351257324219,54216600
2021-06-02,393.690698113344,394.49613202119497,392.67925421266847,393.6532287597656,49097100
2021-06-03,391.3305742743036,393.33474133577215,389.86020964865565,392.1921691894531,58138800
2021-06-04,394.046551239309,396.07884192817824,392.25776845640075,395.7791442871094,55938800
2021-06-07,395.7697798896526,395.9477235822755,394.4586384024901,395.3951721191406,51555000
2021-06-08,396.25680266649715,396.350461762709,393.64389394087016,395.4794921875,47134300
2021-06-09,396.32229962541095,396.3972383219587,394.66464536870893,394.889404296875,48436300
2021-06-10,396.11632588813575,397.6803499011452,394.7958098076381,396.7250671386719,51020100
2021-06-11,397.2775797356141,397.4929641801739,395.9851587453018,397.3805847167969,45570800
2021-06-14,397.493046657972,398.3733907447433,396.24746923944144,398.2703857421875,42358500
2021-06-15,398.4201999673124,398.4576407391281,396.65951194675006,397.53985595703125,51508500
2021-06-16,397.6802120311474,397.9049709181648,393.2691473890308,395.32012939453125,80386100
2021-06-17,394.90813826452404,396.17243576818447,392.70727857401477,395.1890869140625,90949700
2021-06-18,391.89675985715155,392.59205290595094,389.6511365019584,389.85784912109375,118676300
2021-06-21,391.62435264709165,395.62704846185704,390.806907146724,395.4391174316406,72822000
2021-06-22,395.42975106658577,398.3894784855791,394.7062423885707,397.55322265625,57700300
2021-06-23,397.6283643449203,398.4364046264242,396.9894447724409,397.0740051269531,49445400
2021-06-24,399.22560514669493,399.84571427828763,398.9718954640753,399.42291259765625,45110300
2021-06-25,400.17462954356137,401.2927530302253,399.8457646343818,400.84173583984375,58129500
2021-06-28,401.3679734603322,401.81896201755063,400.1652895173382,401.64984130859375,53159600
2021-06-29,402.03502644822527,402.6739459356344,401.3303282468715,401.86590576171875,35970500
2021-06-30,401.4054379566106,402.8806129061164,401.37725117872,402.2041015625,64827900
2021-07-01,402.96516893755677,404.59068290987153,402.8993902317675,404.4309387207031,53441000
2021-07-02,405.5961445685343,407.87936005714425,404.51558429333807,407.5223083496094,57697700
2021-07-06,407.57869308441616,407.79481088022624,404.0364200440292,406.780029296875,68710400
2021-07-07,407.4658627528058,408.4994257565814,405.4457338256593,408.217529296875,63549500
2021-07-08,402.8806657894251,405.6524902342203,401.6967636141339,404.89141845703125,97595200
2021-07-09,406.404113571715,409.51417906433124,404.69403920605106,409.2135009765625,76238600
2021-07-12,409.1290213300447,410.93306153821294,408.69681441503684,410.6793518066406,52889600
2021-07-13,409.8900601160083,411.3934220558517,409.0162412036738,409.2793273925781,52911300
2021-07-14,410.9800430132471,411.46865218632223,408.6404538319354,409.8901062011719,64130400
2021-07-15,408.54639430906644,409.22290566866724,406.5826389383098,408.4900207519531,55126400
2021-07-16,409.6739748407586,409.7209432529059,404.89142630984423,405.2860412597656,75874700
2021-07-19,400.4470914346093,405.3517919065615,396.4819885344928,399.30078125,147987000
2021-07-20,399.96790941735486,406.3008168970858,399.1692457026754,405.02294921875,99608200
2021-07-21,406.22559100192103,408.4430560741701,404.9759389088471,408.3020935058594,64724400
2021-07-22,408.4806845710952,409.40150061648984,407.4941184807939,409.1571960449219,47878500
2021-07-23,411.09276865256516,413.70484906884116,410.4068806943092,413.3666076660156,63766600
2021-07-26,412.7746132950754,414.3907222902915,412.727644885463,414.3813171386719,43719200
2021-07-27,413.33830773106774,413.36649450692045,409.6550731989717,412.49267578125,67397100
2021-07-28,413.1223332586895,413.7048792778129,410.8954911714122,412.32366943359375,52472400
2021-07-29,413.25389890742014,415.1142841442116,413.2444937539419,414.03375244140625,47435300
2021-07-30,411.4592458803784,413.47937526746006,411.3276884343814,412.02301025390625,68951200
2021-08-02,413.7423709785831,414.2967300777739,410.80142613559934,411.1584777832031,58783300
2021-08-03,411.9572078453096,414.62566180738776,409.75855272178563,414.5035095214844,58053900
2021-08-04,413.2162357099742,414.47529306625523,412.22966968933605,412.4645690917969,46732200
2021-08-05,413.6297630040326,415.16131207382404,413.31030317877713,415.0767517089844,38969700
2021-08-06,415.39614505319315,416.1854036729654,415.1142485412592,415.7625732421875,46930000
2021-08-09,415.7343710161899,416.0538307784521,414.6538394461939,415.42431640625,41222600
2021-08-10,415.87529184094507,416.6551739287781,415.1894039248862,415.9410705566406,43339300
2021-08-11,417.0122013066696,417.0685748670529,415.88467275051914,416.974609375,44034300
2021-08-12,416.8243432652148,418.3652973166653,415.92233746699225,418.2243347167969,38909400
2021-08-13,418.67526831383185,419.00413319074835,418.18668791120035,418.9853515625,39470300
2021-08-16,417.6793034807547,420.1034525763225,416.11956808546233,419.971923828125,73740000
2021-08-17,417.40683542397306,418.0833468539245,414.2216144188741,417.21893310546875,92673900
2021-08-18,416.2041743706888,417.7733150905875,412.40822044306,412.6524963378906,89351900
2021-08-19,409.9182602000073,414.4941248838144,409.77732628606446,413.2914123535156,92812200
2021-08-20,413.6391610177318,416.90894309875523,413.1505517969811,416.580078125,72008700
