bar_idx,timestamp,signal_type,action,direction,entry_price,stop_loss,take_profit,confidence,adx,rsi,trend_score,trend_label,ema_spread,outcome,exit_price,pnl_points,pnl_dollars,bars_held,month
15433,2025-08-12 00:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6400.5,6406.5,6392.5,0.7,20.205959205647122,42.068743798488725,0.0,CHOP_RANGE,0.00015044920101778565,TP_HIT,6392.5,8.0,40.0,1,2025-08
15434,2025-08-12 00:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6394.75,6400.75,6386.75,0.7,22.420321901464106,33.663495716664826,0.0,CHOP_RANGE,0.0003911487831410471,SL_HIT,6400.75,-6.0,-30.0,1,2025-08
15453,2025-08-12 05:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6398.5,6404.5,6390.5,0.7,20.419240146643602,40.059311236444245,0.0,CHOP_RANGE,0.00039567268353474515,TIMEOUT,6398.0,0.5,2.5,6,2025-08
15455,2025-08-12 05:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6398.75,6404.75,6390.75,0.7,21.601223933996337,41.21131529503051,0.0,CHOP_RANGE,0.0004876566105176368,SL_HIT,6404.75,-6.0,-30.0,6,2025-08
15579,2025-08-13 13:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6480.25,6474.25,6488.25,0.7,20.872147294144128,52.533497673703835,0.0,CHOP_RANGE,0.00013871197004746143,TP_HIT,6488.25,8.0,40.0,4,2025-08
15733,2025-08-15 06:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6501.25,6495.25,6509.25,0.7,26.729485870912566,54.55303315580568,0.0,CHOP_RANGE,0.00011946660799631545,SL_HIT,6495.25,-6.0,-30.0,4,2025-08
15846,2025-08-18 11:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6462.0,6468.0,6454.0,0.7,21.287832467344217,44.37163453394254,0.0,CHOP_RANGE,0.00044127434022773055,SL_HIT,6468.0,-6.0,-30.0,3,2025-08
15864,2025-08-18 17:00:00-05:00,EMA21_PB_LONG,BUY,LONG,6475.0,6469.0,6483.0,0.7,22.94052451859217,63.58125135469894,0.0,CHOP_RANGE,0.00024965697907188326,TIMEOUT,6470.75,-4.25,-21.25,6,2025-08
15867,2025-08-18 17:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6474.5,6468.5,6482.5,0.7,27.27762682519901,61.18150116465321,0.0,CHOP_RANGE,0.00045975220070708193,SL_HIT,6468.5,-6.0,-30.0,6,2025-08
15869,2025-08-18 18:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6473.0,6467.0,6481.0,0.7,29.595486787294625,57.75098808686301,0.0,CHOP_RANGE,0.0004958057541135238,SL_HIT,6467.0,-6.0,-30.0,4,2025-08
15871,2025-08-18 18:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6471.5,6465.5,6479.5,0.7,29.418307945651033,54.396034401037035,0.0,CHOP_RANGE,0.0004331021919167348,SL_HIT,6465.5,-6.0,-30.0,3,2025-08
15879,2025-08-18 20:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6464.0,6470.0,6456.0,0.7,20.77390406020018,41.91425945464247,0.0,CHOP_RANGE,0.00020845912927301393,TIMEOUT,6466.0,-2.0,-10.0,6,2025-08
15881,2025-08-18 21:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6463.25,6469.25,6455.25,0.7,20.384657849354063,41.38914418913358,0.0,CHOP_RANGE,0.0002980270520324137,TIMEOUT,6460.0,3.25,16.25,6,2025-08
15883,2025-08-18 21:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6460.75,6466.75,6452.75,0.7,21.194703370307757,37.16681989634455,0.0,CHOP_RANGE,0.00044785937063204464,TIMEOUT,6456.75,4.0,20.0,6,2025-08
16155,2025-08-21 20:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6390.0,6396.0,6382.0,0.7,20.18603769179436,47.00198545977296,0.0,CHOP_RANGE,0.00040082904105188255,TIMEOUT,6387.0,3.0,15.0,6,2025-08
16160,2025-08-21 22:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6386.0,6392.0,6378.0,0.7,20.36608100169299,41.62765370354338,0.0,CHOP_RANGE,0.00041650884499959775,TIMEOUT,6389.25,-3.25,-16.25,6,2025-08
16167,2025-08-21 23:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6389.0,6395.0,6381.0,0.7,20.007771674149737,47.60601353909404,0.0,CHOP_RANGE,0.0004954394630080108,TP_HIT,6381.0,8.0,40.0,6,2025-08
16301,2025-08-25 10:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6479.0,6473.0,6487.0,0.7,26.447094165672627,65.24959909560906,0.0,CHOP_RANGE,0.00037673870500103254,TIMEOUT,6479.75,0.75,3.75,6,2025-08
16318,2025-08-25 14:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6465.25,6471.25,6457.25,0.7,27.166991119908282,34.79862923179118,0.0,CHOP_RANGE,0.0003472471184322775,TP_HIT,6457.25,8.0,40.0,1,2025-08
16709,2025-08-31 21:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6476.25,6482.25,6468.25,0.7,21.756978677972672,39.3292449553854,0.0,CHOP_RANGE,5.7451928541276863e-05,TP_HIT,6468.25,8.0,40.0,4,2025-08
16710,2025-08-31 21:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6475.75,6481.75,6467.75,0.7,22.192180863167227,38.64631765652556,0.0,CHOP_RANGE,0.00013048162414340344,TIMEOUT,6470.0,5.75,28.75,6,2025-08
16711,2025-08-31 21:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6475.75,6481.75,6467.75,0.7,22.596297177990742,38.64631765652556,0.0,CHOP_RANGE,0.0002739223528853257,TIMEOUT,6469.25,6.5,32.5,6,2025-08
16742,2025-09-01 05:30:00-05:00,EMA21_PB_LONG,BUY,LONG,6480.25,6474.25,6488.25,0.7,21.08740015539835,55.375853479505146,0.0,CHOP_RANGE,0.00032947368530532133,SL_HIT,6474.25,-6.0,-30.0,3,2025-09
16781,2025-09-01 20:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6473.25,6479.25,6465.25,0.7,20.150122372345898,47.11395570763413,0.0,CHOP_RANGE,0.0004484541336951292,TP_HIT,6465.25,8.0,40.0,5,2025-09
16783,2025-09-01 20:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6469.0,6475.0,6461.0,0.7,20.01796048169596,40.27636513410775,0.0,CHOP_RANGE,0.00046764336539027723,TIMEOUT,6467.5,1.5,7.5,6,2025-09
17182,2025-09-08 04:30:00-05:00,EMA21_PB_LONG,BUY,LONG,6502.75,6496.75,6510.75,0.7,20.1737196175171,55.028276865352474,0.0,CHOP_RANGE,0.00045270320641578463,TIMEOUT,6506.5,3.75,18.75,6,2025-09
17218,2025-09-08 13:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6500.75,6506.75,6492.75,0.7,23.323047805083682,47.18200320924975,0.0,CHOP_RANGE,0.00030298274088591857,TP_HIT,6492.75,8.0,40.0,2,2025-09
17219,2025-09-08 13:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6500.25,6506.25,6492.25,0.7,23.010692938743706,46.61194957156259,0.0,CHOP_RANGE,0.00030586135429464537,TP_HIT,6492.25,8.0,40.0,1,2025-09
17220,2025-09-08 14:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6493.75,6499.75,6485.75,0.7,23.97494581413539,39.86829861355517,0.0,CHOP_RANGE,0.00046641378818538875,SL_HIT,6499.75,-6.0,-30.0,2,2025-09
17647,2025-09-15 05:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6656.25,6650.25,6664.25,0.7,20.632101699352525,63.66051207352202,0.0,CHOP_RANGE,0.0004170266808249077,TP_HIT,6664.25,8.0,40.0,6,2025-09
17822,2025-09-17 03:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6659.25,6665.25,6651.25,0.7,25.3119178281825,31.17478777751083,0.0,CHOP_RANGE,0.00033553705449471366,SL_HIT,6665.25,-6.0,-30.0,1,2025-09
17828,2025-09-17 05:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6664.25,6670.25,6656.25,0.7,34.00423497402309,44.01728330371778,0.0,CHOP_RANGE,0.0002943753446090699,TIMEOUT,6660.25,4.0,20.0,6,2025-09
17845,2025-09-17 09:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6660.25,6666.25,6652.25,0.7,30.446477941373363,38.7603845315645,0.0,CHOP_RANGE,0.0002614424599820738,TIMEOUT,6661.25,-1.0,-5.0,6,2025-09
17849,2025-09-17 10:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6658.0,6664.0,6650.0,0.7,25.671149659944735,37.64968207310432,0.0,CHOP_RANGE,0.0004986589196679467,TP_HIT,6650.0,8.0,40.0,5,2025-09
17942,2025-09-18 10:30:00-05:00,EMA21_PB_LONG,BUY,LONG,6702.25,6696.25,6710.25,0.7,23.89966598904495,51.37015943110819,0.0,CHOP_RANGE,0.00038056687431437886,SL_HIT,6696.25,-6.0,-30.0,1,2025-09
17945,2025-09-18 11:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6702.75,6696.75,6710.75,0.7,21.574234895606413,51.938619254362564,0.0,CHOP_RANGE,0.00031777041928841956,TP_HIT,6710.75,8.0,40.0,3,2025-09
18277,2025-09-24 02:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6715.5,6721.5,6707.5,0.7,20.31277503467216,38.09859846574434,0.0,CHOP_RANGE,0.00017628130244691745,SL_HIT,6721.5,-6.0,-30.0,2,2025-09
18358,2025-09-24 23:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6702.0,6708.0,6694.0,0.7,23.560547242999245,51.04570759188926,0.0,CHOP_RANGE,9.655177158404849e-05,TIMEOUT,6696.75,5.25,26.25,6,2025-09
18359,2025-09-24 23:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6700.0,6706.0,6692.0,0.7,22.89430742429908,44.55053501139895,0.0,CHOP_RANGE,1.6685493563493746e-05,TIMEOUT,6694.5,5.5,27.5,6,2025-09
18360,2025-09-25 00:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6696.5,6702.5,6688.5,0.7,23.337575709391228,35.93356622794394,0.0,CHOP_RANGE,0.00012879976019826978,TIMEOUT,6691.5,5.0,25.0,6,2025-09
18362,2025-09-25 00:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6697.25,6703.25,6689.25,0.7,24.131387791367473,40.29677490307956,0.0,CHOP_RANGE,0.00025930161700152943,TP_HIT,6689.25,8.0,40.0,6,2025-09
18364,2025-09-25 01:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6696.75,6702.75,6688.75,0.7,24.4758014268052,40.038609234318244,0.0,CHOP_RANGE,0.0003552507073170278,TP_HIT,6688.75,8.0,40.0,4,2025-09
18365,2025-09-25 01:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6694.5,6700.5,6686.5,0.7,25.150507029139863,35.591463479541105,0.0,CHOP_RANGE,0.00045314789424732814,TP_HIT,6686.5,8.0,40.0,3,2025-09
18677,2025-09-30 10:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6699.5,6705.5,6691.5,0.7,21.01473746196367,43.420558016830064,0.0,CHOP_RANGE,0.00021354578105698636,SL_HIT,6705.5,-6.0,-30.0,2,2025-09
18678,2025-09-30 10:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6697.5,6703.5,6689.5,0.7,22.67640618466865,41.34579014526521,0.0,CHOP_RANGE,0.00037298223521232444,SL_HIT,6703.5,-6.0,-30.0,1,2025-09
18685,2025-09-30 12:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6698.0,6704.0,6690.0,0.7,21.355758091116794,43.20350703253648,0.0,CHOP_RANGE,0.00023310286646064163,SL_HIT,6704.0,-6.0,-30.0,2,2025-09
18880,2025-10-02 15:00:00-05:00,EMA21_PB_LONG,BUY,LONG,6767.0,6761.0,6775.0,0.7,20.624163698162086,54.24303763272074,0.0,CHOP_RANGE,0.0002601174321467495,SL_HIT,6761.0,-6.0,-30.0,6,2025-10
18949,2025-10-03 09:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6786.75,6780.75,6794.75,0.7,27.309802170910622,62.46036523155301,0.0,CHOP_RANGE,0.00010995103976490119,TP_HIT,6794.75,8.0,40.0,1,2025-10
18950,2025-10-03 09:30:00-05:00,EMA21_PB_LONG,BUY,LONG,6793.5,6787.5,6801.5,0.7,27.609378535327014,68.84000714043883,0.0,CHOP_RANGE,0.0004602872816994809,SL_HIT,6787.5,-6.0,-30.0,4,2025-10
19106,2025-10-07 02:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6778.75,6784.75,6770.75,0.7,21.437208470077362,42.96373544551989,0.0,CHOP_RANGE,0.00031565033954152955,SL_HIT,6784.75,-6.0,-30.0,6,2025-10
19108,2025-10-07 03:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6778.25,6784.25,6770.25,0.7,23.231021020764018,42.54207448456324,0.0,CHOP_RANGE,0.0003448093004652324,SL_HIT,6784.25,-6.0,-30.0,4,2025-10
19109,2025-10-07 03:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6776.0,6782.0,6768.0,0.7,24.550284885921748,38.19784491078874,0.0,CHOP_RANGE,0.00042216975511590396,SL_HIT,6782.0,-6.0,-30.0,2,2025-10
19194,2025-10-08 01:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6760.5,6766.5,6752.5,0.7,21.688953259380675,33.4115501705848,0.0,CHOP_RANGE,0.0004627210690907192,SL_HIT,6766.5,-6.0,-30.0,2,2025-10
19196,2025-10-08 02:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6763.25,6769.25,6755.25,0.7,22.5679501647886,42.346326626977685,0.0,CHOP_RANGE,0.00047580511890409565,SL_HIT,6769.25,-6.0,-30.0,2,2025-10
19376,2025-10-10 01:00:00-05:00,EMA21_PB_LONG,BUY,LONG,6792.5,6786.5,6800.5,0.7,20.151638764553226,63.151904165284655,0.0,CHOP_RANGE,0.00018649774703387252,SL_HIT,6786.5,-6.0,-30.0,2,2025-10
19390,2025-10-10 04:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6778.5,6784.5,6770.5,0.7,21.334406406309586,36.60534261509341,0.0,CHOP_RANGE,0.00021962008515327057,SL_HIT,6784.5,-6.0,-30.0,6,2025-10
19391,2025-10-10 04:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6773.75,6779.75,6765.75,0.7,23.689447597572336,31.168091090006556,0.0,CHOP_RANGE,0.0004653173229299828,SL_HIT,6779.75,-6.0,-30.0,1,2025-10
19721,2025-10-15 19:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6710.5,6716.5,6702.5,0.7,22.08673659380219,45.646940500651255,0.0,CHOP_RANGE,0.00026734361992515637,TP_HIT,6702.5,8.0,40.0,1,2025-10
19722,2025-10-15 19:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6705.5,6711.5,6697.5,0.7,22.618639253621676,41.973051026478146,0.0,CHOP_RANGE,0.00046665744962644647,SL_HIT,6711.5,-6.0,-30.0,1,2025-10
19729,2025-10-15 21:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6709.0,6715.0,6701.0,0.7,21.726728293526193,44.714657504666484,0.0,CHOP_RANGE,0.00040284809018469476,SL_HIT,6715.0,-6.0,-30.0,2,2025-10
19730,2025-10-15 21:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6707.75,6713.75,6699.75,0.7,22.253371054179848,43.48665237742721,0.0,CHOP_RANGE,0.0004905919589452811,SL_HIT,6713.75,-6.0,-30.0,1,2025-10
19734,2025-10-15 22:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6710.0,6716.0,6702.0,0.7,20.743307131004435,46.405222602709884,0.0,CHOP_RANGE,0.00042376051205696147,TIMEOUT,6713.25,-3.25,-16.25,6,2025-10
19735,2025-10-15 22:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6709.75,6715.75,6701.75,0.7,20.58647053593209,46.10705074757826,0.0,CHOP_RANGE,0.0004420083824187046,TIMEOUT,6713.75,-4.0,-20.0,6,2025-10
20031,2025-10-21 03:45:00-05:00,TREND_CONT_SHORT,SELL,SHORT,6764.75,6770.75,6757.25,0.7,38.44275073318886,36.344785183900854,0.0,CHOP_RANGE,0.0004937913752545076,SL_HIT,6770.75,-6.0,-30.0,4,2025-10
20041,2025-10-21 06:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6776.25,6770.25,6784.25,0.7,26.917207724319656,64.78970164612531,0.0,CHOP_RANGE,0.0001642481562472985,TIMEOUT,6774.0,-2.25,-11.25,6,2025-10
20043,2025-10-21 06:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6776.0,6770.0,6784.0,0.7,24.463577722930644,62.08725815878493,0.0,CHOP_RANGE,0.00032315155557871474,SL_HIT,6770.0,-6.0,-30.0,5,2025-10
20045,2025-10-21 07:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6776.75,6770.75,6784.75,0.7,23.21268614726813,63.26442570770504,0.0,CHOP_RANGE,0.0004532977140817462,SL_HIT,6770.75,-6.0,-30.0,3,2025-10
20049,2025-10-21 08:15:00-05:00,EMA21_PB_LONG,BUY,LONG,6774.0,6768.0,6782.0,0.7,20.601077160878553,53.943002546360255,0.0,CHOP_RANGE,0.0003583884331467617,SL_HIT,6768.0,-6.0,-30.0,1,2025-10
20055,2025-10-21 09:45:00-05:00,EMA21_PB_LONG,BUY,LONG,6785.75,6779.75,6793.75,0.7,23.352321772643872,65.38344180356603,0.0,CHOP_RANGE,0.000310212535804148,SL_HIT,6779.75,-6.0,-30.0,2,2025-10
20086,2025-10-21 18:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6771.0,6777.0,6763.0,0.7,23.370302468697744,43.769534249698346,0.0,CHOP_RANGE,0.0002498624282643095,TIMEOUT,6769.5,1.5,7.5,6,2025-10
20087,2025-10-21 18:45:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6769.75,6775.75,6761.75,0.7,23.649800652612146,42.11502797411281,0.0,CHOP_RANGE,0.00032050413164383775,TIMEOUT,6769.5,0.25,1.25,6,2025-10
20089,2025-10-21 19:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6769.0,6775.0,6761.0,0.7,25.299161662184474,41.26253495514172,0.0,CHOP_RANGE,0.0004179556392714927,TIMEOUT,6774.0,-5.0,-25.0,6,2025-10
20130,2025-10-22 05:30:00-05:00,EMA21_PB_LONG,BUY,LONG,6782.5,6776.5,6790.5,0.7,24.683588638740694,56.5532638057477,0.0,CHOP_RANGE,0.00013286909058784398,SL_HIT,6776.5,-6.0,-30.0,2,2025-10
20133,2025-10-22 06:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6770.0,6776.0,6762.0,0.7,26.560769485753873,39.29556397670309,0.0,CHOP_RANGE,0.00022110556353931794,SL_HIT,6776.0,-6.0,-30.0,3,2025-10
20134,2025-10-22 06:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6767.5,6773.5,6759.5,0.7,27.931217304486793,36.66451409767062,0.0,CHOP_RANGE,0.0004089271324032771,SL_HIT,6773.5,-6.0,-30.0,2,2025-10
20144,2025-10-22 09:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6766.25,6772.25,6758.25,0.7,27.262276298343785,36.85550384334661,0.0,CHOP_RANGE,0.0003272985507267745,SL_HIT,6772.25,-6.0,-30.0,1,2025-10
20221,2025-10-23 05:15:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6740.0,6746.0,6732.0,0.7,21.750556997040388,45.11918214681748,0.0,CHOP_RANGE,0.00031289835706789547,TP_HIT,6732.0,8.0,40.0,3,2025-10
20222,2025-10-23 05:30:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6739.25,6745.25,6731.25,0.7,22.972299749054198,43.78557047806652,0.0,CHOP_RANGE,0.0003393889158349893,TP_HIT,6731.25,8.0,40.0,2,2025-10
20620,2025-10-29 13:00:00-05:00,EMA21_PB_SHORT,SELL,SHORT,6930.75,6936.75,6922.75,0.7,20.037108827704156,37.72706371587685,0.0,CHOP_RANGE,0.00032551247248886224,SL_HIT,6936.75,-6.0,-30.0,1,2025-10
20981,2025-11-04 11:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6818.5,6824.5,6810.5,0.7,23.750194262810652,45.24007387631987,0.0,CHOP_RANGE,0.0001134725704181474,TP_HIT,6810.5,8.0,40.0,1,2025-11
20982,2025-11-04 11:30:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6810.5,6816.5,6802.5,0.7,24.246015827925902,39.447642561250774,0.0,CHOP_RANGE,0.0004834906447486567,SL_HIT,6816.5,-6.0,-30.0,1,2025-11
21113,2025-11-05 22:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6826.0,6820.0,6834.0,0.7,34.383074667313096,52.724177547247976,0.0,CHOP_RANGE,2.763958409769104e-05,SL_HIT,6820.0,-6.0,-30.0,5,2025-11
21114,2025-11-05 22:30:00-06:00,EMA21_PB_LONG,BUY,LONG,6826.5,6820.5,6834.5,0.7,33.10267869026275,53.24692978590211,0.0,CHOP_RANGE,6.666173632553782e-05,SL_HIT,6820.5,-6.0,-30.0,4,2025-11
21115,2025-11-05 22:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6826.5,6820.5,6834.5,0.7,32.09737427840424,53.24692978590211,0.0,CHOP_RANGE,0.0001386181390828767,SL_HIT,6820.5,-6.0,-30.0,3,2025-11
21121,2025-11-06 00:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6815.5,6821.5,6807.5,0.7,31.973268328788752,40.24937303445786,0.0,CHOP_RANGE,0.0003150174590691881,SL_HIT,6821.5,-6.0,-30.0,4,2025-11
21123,2025-11-06 00:45:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6815.25,6821.25,6807.25,0.7,32.72510874084473,40.900553286473865,0.0,CHOP_RANGE,0.0004490899005376912,SL_HIT,6821.25,-6.0,-30.0,2,2025-11
22249,2025-11-24 06:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6652.25,6646.25,6660.25,0.7,27.754795371428532,55.43830935107031,0.0,CHOP_RANGE,0.00019393237858167833,TP_HIT,6660.25,8.0,40.0,3,2025-11
22251,2025-11-24 06:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6657.25,6651.25,6665.25,0.7,24.521167146068787,58.353845354801116,0.0,CHOP_RANGE,0.0003654807272774489,TP_HIT,6665.25,8.0,40.0,1,2025-11
22340,2025-11-25 06:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6720.5,6714.5,6728.5,0.7,20.3137090000541,58.502426759716165,0.0,CHOP_RANGE,0.00010342996182263571,SL_HIT,6714.5,-6.0,-30.0,2,2025-11
22349,2025-11-25 08:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6716.75,6710.75,6724.75,0.7,23.406007159935058,50.827108206519775,0.0,CHOP_RANGE,0.000478529123153995,SL_HIT,6710.75,-6.0,-30.0,1,2025-11
22544,2025-11-27 11:00:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6826.0,6832.0,6818.0,0.7,20.849873480887613,44.48213682411547,0.0,CHOP_RANGE,5.237120993271277e-05,SL_HIT,6832.0,-6.0,-30.0,4,2025-11
22548,2025-11-27 17:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6832.5,6826.5,6840.5,0.7,21.57325007400596,63.397423534236346,0.0,CHOP_RANGE,9.978984733501592e-05,TIMEOUT,6836.25,3.75,18.75,6,2025-11
22549,2025-11-27 17:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6834.75,6828.75,6842.75,0.7,21.78663494082329,67.71335375234395,0.0,CHOP_RANGE,0.0002435665908817268,TIMEOUT,6836.25,1.5,7.5,6,2025-11
22551,2025-11-27 17:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6836.5,6830.5,6844.5,0.7,22.8752241402128,69.00045314265336,0.0,CHOP_RANGE,0.00045614080659407165,TIMEOUT,6840.0,3.5,17.5,6,2025-11
22610,2025-11-28 08:30:00-06:00,EMA21_PB_LONG,BUY,LONG,6838.5,6832.5,6846.5,0.7,25.584366411576408,59.702397756260915,0.0,CHOP_RANGE,0.0002334798664382776,TP_HIT,6846.5,8.0,40.0,3,2025-11
22612,2025-11-28 09:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6842.5,6836.5,6850.5,0.7,30.335867945354714,68.97252158544313,0.0,CHOP_RANGE,0.0003918422009025818,TP_HIT,6850.5,8.0,40.0,3,2025-11
22724,2025-12-01 18:45:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6826.5,6832.5,6818.5,0.7,28.90654845311207,45.457010652296624,0.0,CHOP_RANGE,0.0004247967847053454,SL_HIT,6832.5,-6.0,-30.0,1,2025-12
22734,2025-12-01 21:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6819.25,6825.25,6811.25,0.7,25.655395691749487,37.967212139028696,0.0,CHOP_RANGE,0.000454433547563221,SL_HIT,6825.25,-6.0,-30.0,2,2025-12
22738,2025-12-01 22:15:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6824.25,6830.25,6816.25,0.7,25.765503900555675,45.63349024986303,0.0,CHOP_RANGE,0.0004964433880043908,TIMEOUT,6820.75,3.5,17.5,6,2025-12
22760,2025-12-02 03:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6834.5,6828.5,6842.5,0.7,23.018183044922548,63.32122788519611,0.0,CHOP_RANGE,0.0004795753725255023,TP_HIT,6842.5,8.0,40.0,4,2025-12
22800,2025-12-02 13:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6848.0,6842.0,6856.0,0.7,21.852775842759254,55.503117754788974,0.0,CHOP_RANGE,0.0002817457613404127,SL_HIT,6842.0,-6.0,-30.0,4,2025-12
22801,2025-12-02 14:00:00-06:00,EMA21_PB_LONG,BUY,LONG,6849.0,6843.0,6857.0,0.7,20.62847762745147,56.07641775055976,0.0,CHOP_RANGE,0.0004837603564805224,SL_HIT,6843.0,-6.0,-30.0,3,2025-12
22996,2025-12-04 17:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6863.75,6857.75,6871.75,0.7,21.118748169583014,51.55223397989844,0.0,CHOP_RANGE,0.00021457330913995863,TP_HIT,6871.75,8.0,40.0,5,2025-12
22998,2025-12-04 18:15:00-06:00,EMA21_PB_LONG,BUY,LONG,6868.25,6862.25,6876.25,0.7,20.054278168088693,56.26147846065448,0.0,CHOP_RANGE,0.00029395990698922325,TIMEOUT,6875.5,7.25,36.25,6,2025-12
23056,2025-12-05 08:45:00-06:00,EMA21_PB_LONG,BUY,LONG,6889.75,6883.75,6897.75,0.7,22.16092103217137,65.18578568036939,0.0,CHOP_RANGE,0.00012114664083953283,TP_HIT,6897.75,8.0,40.0,1,2025-12
23225,2025-12-09 05:00:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6856.25,6862.25,6848.25,0.7,20.2477168514238,40.817587107486496,0.0,CHOP_RANGE,0.0002827554771796372,SL_HIT,6862.25,-6.0,-30.0,2,2025-12
23231,2025-12-09 06:30:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6857.25,6863.25,6849.25,0.7,28.30399996155213,43.05303098262222,0.0,CHOP_RANGE,0.00022726143158996952,TP_HIT,6849.25,8.0,40.0,4,2025-12
23233,2025-12-09 07:00:00-06:00,EMA21_PB_SHORT,SELL,SHORT,6858.5,6864.5,6850.5,0.7,31.434395208673717,46.11722877124853,0.0,CHOP_RANGE,0.0002477940378113843,TP_HIT,6850.5,8.0,40.0,2,2025-12
