symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,realized_pnl,pnl_points,commission,exit_reason,entry_metadata,signal_type
ES,LONG,2025-06-25 09:30:00-05:00,6152.5,2025-06-25 10:00:00-05:00,6146.0,1,-34.9,6.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=23 | RSI=52 | MACD_H=-0.19 | ATR=4.8 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 4.763207633213358, 'atr_value': 4.763207633213358, 'adx_value': 23.38121756502052, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1613}",EMA21_PB_LONG
ES,LONG,2025-06-26 09:15:00-05:00,6170.0,2025-06-26 09:30:00-05:00,6177.75,1,36.35,7.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=31 | RSI=59 | MACD_H=-0.33 | ATR=5.2 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.211971303477251, 'atr_value': 5.211971303477251, 'adx_value': 30.520168243091934, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1704}",EMA21_PB_LONG
ES,LONG,2025-06-26 09:45:00-05:00,6176.25,2025-06-26 10:15:00-05:00,6184.5,1,38.85,8.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=29 | RSI=67 | MACD_H=0.49 | e9=6170.3 | #1 | SL=6.8pts | TP=8.6pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.473587501467629, 'atr_value': 5.473587501467629, 'adx_value': 28.73629553751257, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1706}",TREND_CONT_LONG
ES,LONG,2025-06-26 10:45:00-05:00,6179.75,2025-06-26 12:00:00-05:00,6187.75,1,37.6,8.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=27 | RSI=67 | MACD_H=0.94 | ATR=5.8 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.751233408720767, 'atr_value': 5.751233408720767, 'adx_value': 26.9015858149709, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1710}",EMA21_PB_LONG
ES,LONG,2025-06-26 14:30:00-05:00,6193.0,2025-06-26 17:00:00-05:00,6200.5,1,35.1,7.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=28 | RSI=68 | MACD_H=-0.15 | ATR=5.2 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.187805022929185, 'atr_value': 5.187805022929185, 'adx_value': 27.545173053576494, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1725}",EMA21_PB_LONG
ES,LONG,2025-07-01 12:15:00-05:00,6251.5,2025-07-01 14:15:00-05:00,6248.0,1,-19.9,3.5,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=57 | MACD_H=1.22 | e9=6245.1 | #1 | SL=11.4pts | TP=14.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 9.112381224700531, 'atr_value': 9.112381224700531, 'adx_value': 18.964666166468092, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 1992}",TREND_CONT_LONG
ES,LONG,2025-07-02 11:00:00-05:00,6265.0,2025-07-02 13:00:00-05:00,6266.0,1,2.6,1.0,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=26 | RSI=64 | MACD_H=2.24 | e9=6258.1 | #1 | SL=7.8pts | TP=9.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.241042234042467, 'atr_value': 6.241042234042467, 'adx_value': 25.580215952269523, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2079}",TREND_CONT_LONG
ES,LONG,2025-07-02 13:30:00-05:00,6268.0,2025-07-02 14:45:00-05:00,6275.75,1,36.35,7.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=22 | RSI=64 | MACD_H=0.57 | ATR=5.3 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.285147672882229, 'atr_value': 5.285147672882229, 'adx_value': 21.56325164808599, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2089}",EMA21_PB_LONG
ES,LONG,2025-07-02 15:00:00-05:00,6275.5,2025-07-03 02:15:00-05:00,6284.5,1,42.6,9.0,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=24 | RSI=69 | MACD_H=0.43 | ATR=5.0 | SL=7.0pts[STRUCT] | TP=9.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 4.9822763452883425, 'atr_value': 4.9822763452883425, 'adx_value': 23.79498702552215, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2095}",EMA21_PB_LONG
ES,LONG,2025-07-09 13:15:00-05:00,6299.0,2025-07-09 17:00:00-05:00,6310.25,1,53.85,11.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=63 | MACD_H=0.16 | e9=6291.3 | #1 | SL=9.4pts | TP=11.7pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.4925768824092165, 'atr_value': 7.4925768824092165, 'adx_value': 19.010208180150915, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2517}",TREND_CONT_LONG
ES,LONG,2025-07-10 09:45:00-05:00,6314.75,2025-07-10 11:45:00-05:00,6323.25,1,40.1,8.5,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=25 | RSI=66 | MACD_H=0.23 | ATR=5.8 | SL=11.8pts[STRUCT] | TP=15.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.811091243583968, 'atr_value': 5.811091243583968, 'adx_value': 24.87043863803763, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2595}",EMA21_PB_LONG
ES,LONG,2025-07-10 12:15:00-05:00,6326.0,2025-07-10 12:45:00-05:00,6334.25,1,38.85,8.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=33 | RSI=68 | MACD_H=0.88 | e9=6320.8 | #2 | SL=6.8pts | TP=8.5pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.426524050584087, 'atr_value': 5.426524050584087, 'adx_value': 33.12519248488347, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 2605}",TREND_CONT_LONG
ES,LONG,2025-07-17 12:00:00-05:00,6329.75,2025-07-17 13:15:00-05:00,6337.5,1,36.35,7.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=20 | RSI=65 | MACD_H=0.80 | ATR=5.7 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.746613651526787, 'atr_value': 5.746613651526787, 'adx_value': 20.015476447452134, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3064}",EMA21_PB_LONG
ES,LONG,2025-07-22 14:30:00-05:00,6349.5,2025-07-22 15:00:00-05:00,6343.25,1,-33.65,6.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=22 | RSI=61 | MACD_H=1.60 | ATR=6.6 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.6094868659029595, 'atr_value': 6.6094868659029595, 'adx_value': 21.828597218148467, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3350}",EMA21_PB_LONG
ES,LONG,2025-07-23 11:00:00-05:00,6377.75,2025-07-23 13:00:00-05:00,6388.0,1,48.85,10.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=63 | MACD_H=0.53 | e9=6366.1 | #1 | SL=8.2pts | TP=10.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.537853469755254, 'atr_value': 6.537853469755254, 'adx_value': 19.392620765144517, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3428}",TREND_CONT_LONG
ES,LONG,2025-07-23 13:15:00-05:00,6389.75,2025-07-23 15:00:00-05:00,6400.5,1,51.35,10.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=25 | RSI=68 | MACD_H=1.98 | e9=6379.2 | #2 | SL=8.7pts | TP=10.9pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.978732209078836, 'atr_value': 6.978732209078836, 'adx_value': 24.93924148388703, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3437}",TREND_CONT_LONG
ES,LONG,2025-07-24 11:00:00-05:00,6412.0,2025-07-24 11:15:00-05:00,6404.0,1,-42.4,8.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=60 | MACD_H=1.08 | e9=6409.0 | #1 | SL=6.5pts | TP=8.1pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.173358915621294, 'atr_value': 5.173358915621294, 'adx_value': 19.08009303172529, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 3520}",TREND_CONT_LONG
ES,LONG,2025-08-06 10:30:00-05:00,6364.5,2025-08-06 12:30:00-05:00,6367.75,1,13.85,3.25,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=18 | RSI=68 | MACD_H=2.89 | e9=6347.9 | #1 | SL=11.7pts | TP=14.6pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 9.332171918148656, 'atr_value': 9.332171918148656, 'adx_value': 18.303690535712875, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4346}",TREND_CONT_LONG
ES,LONG,2025-08-06 13:15:00-05:00,6373.25,2025-08-06 17:30:00-05:00,6385.5,1,58.85,12.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=29 | RSI=67 | MACD_H=0.84 | e9=6367.3 | #2 | SL=10.1pts | TP=12.7pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.106187969313691, 'atr_value': 8.106187969313691, 'adx_value': 28.559147045037857, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4357}",TREND_CONT_LONG
ES,LONG,2025-08-08 10:15:00-05:00,6406.25,2025-08-08 10:30:00-05:00,6397.0,1,-48.65,9.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=29 | RSI=69 | MACD_H=2.08 | ATR=6.1 | SL=8.5pts[STRUCT] | TP=11.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.143818978303186, 'atr_value': 6.143818978303186, 'adx_value': 29.439659772505003, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4529}",EMA21_PB_LONG
ES,LONG,2025-08-08 11:30:00-05:00,6411.5,2025-08-08 13:30:00-05:00,6414.5,1,12.6,3.0,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=27 | RSI=65 | ATR=7.1 | SL=8.0pts | TP=10.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 7.094028864295987, 'atr_value': 7.094028864295987, 'adx_value': 26.523942740807684, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4534}",EMA9_PB_LONG
ES,LONG,2025-08-08 14:30:00-05:00,6415.5,2025-08-08 14:45:00-05:00,6406.25,1,-48.65,9.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=23 | RSI=64 | MACD_H=-0.22 | ATR=5.8 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.820672113578236, 'atr_value': 5.820672113578236, 'adx_value': 23.487335050479942, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4546}",EMA21_PB_LONG
ES,LONG,2025-08-12 09:30:00-05:00,6434.0,2025-08-12 10:00:00-05:00,6446.5,1,60.1,12.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=30 | RSI=66 | ATR=10.1 | SL=10.1pts | TP=12.7pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 10.143456805045819, 'atr_value': 10.143456805045819, 'adx_value': 29.935766765501246, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4710}",EMA9_PB_LONG
ES,LONG,2025-08-13 13:15:00-05:00,6481.5,2025-08-13 13:30:00-05:00,6473.0,1,-44.9,8.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=24 | RSI=54 | MACD_H=-0.14 | ATR=7.0 | SL=8.2pts[STRUCT] | TP=11.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 7.00957789190778, 'atr_value': 7.00957789190778, 'adx_value': 24.027266678424535, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4817}",EMA21_PB_LONG
ES,LONG,2025-08-13 14:00:00-05:00,6480.75,2025-08-13 14:45:00-05:00,6488.25,1,35.1,7.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=21 | RSI=53 | MACD_H=0.61 | ATR=6.9 | SL=6.0pts[STRUCT] | TP=8.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 6.898065826720624, 'atr_value': 6.898065826720624, 'adx_value': 20.872147294144128, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 4820}",EMA21_PB_LONG
ES,LONG,2025-08-26 15:00:00-05:00,6481.0,2025-08-27 08:15:00-05:00,6472.75,1,-43.65,8.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=22 | RSI=71 | MACD_H=1.32 | e9=6469.9 | #1 | SL=8.0pts | TP=10.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.386747885577928, 'atr_value': 6.386747885577928, 'adx_value': 21.561300494678783, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5652}",TREND_CONT_LONG
ES,LONG,2025-08-27 09:30:00-05:00,6489.75,2025-08-27 11:15:00-05:00,6483.5,1,-33.65,6.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=20 | RSI=60 | MACD_H=0.48 | e9=6483.8 | #1 | SL=6.0pts | TP=7.5pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 4.2936497118971575, 'atr_value': 4.2936497118971575, 'adx_value': 19.70233466053024, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5722}",TREND_CONT_LONG
ES,LONG,2025-08-28 12:30:00-05:00,6509.25,2025-08-28 14:00:00-05:00,6520.0,1,51.35,10.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=18 | RSI=60 | MACD_H=1.29 | e9=6504.0 | #1 | SL=8.8pts | TP=11.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.0561744012660546, 'atr_value': 7.0561744012660546, 'adx_value': 18.17975891622475, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5826}",TREND_CONT_LONG
ES,LONG,2025-08-28 14:15:00-05:00,6519.75,2025-08-28 17:30:00-05:00,6512.25,1,-39.9,7.5,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=27 | RSI=69 | MACD_H=1.36 | e9=6513.5 | #2 | SL=6.9pts | TP=8.7pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.556649835136948, 'atr_value': 5.556649835136948, 'adx_value': 27.21268311822749, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 5833}",TREND_CONT_LONG
ES,LONG,2025-09-03 10:00:00-05:00,6462.0,2025-09-03 10:15:00-05:00,6452.0,1,-52.4,10.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=18 | RSI=61 | MACD_H=0.07 | e9=6451.6 | #1 | SL=9.6pts | TP=12.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 7.666230879522792, 'atr_value': 7.666230879522792, 'adx_value': 18.001945273824568, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6168}",TREND_CONT_LONG
ES,LONG,2025-09-04 11:15:00-05:00,6486.0,2025-09-04 12:45:00-05:00,6495.75,1,46.35,9.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=66 | MACD_H=1.78 | e9=6478.9 | #1 | SL=8.1pts | TP=10.1pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.462701056937069, 'atr_value': 6.462701056937069, 'adx_value': 18.768367667066606, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6265}",TREND_CONT_LONG
ES,LONG,2025-09-04 13:00:00-05:00,6493.25,2025-09-04 14:00:00-05:00,6502.75,1,45.1,9.5,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=25 | RSI=69 | MACD_H=1.20 | e9=6485.9 | #2 | SL=7.8pts | TP=9.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.24928462094509, 'atr_value': 6.24928462094509, 'adx_value': 24.646014683299477, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6272}",TREND_CONT_LONG
ES,LONG,2025-09-10 09:15:00-05:00,6560.75,2025-09-10 09:30:00-05:00,6552.5,1,-43.65,8.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=34 | RSI=72 | MACD_H=1.31 | e9=6552.1 | #2 | SL=7.7pts | TP=9.6pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.164497392029578, 'atr_value': 6.164497392029578, 'adx_value': 34.37041892374626, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6625}",TREND_CONT_LONG
ES,LONG,2025-09-11 09:15:00-05:00,6573.25,2025-09-11 09:30:00-05:00,6583.5,1,48.85,10.25,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=26 | RSI=73 | MACD_H=1.76 | e9=6560.9 | #2 | SL=8.4pts | TP=10.5pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.729038209042927, 'atr_value': 6.729038209042927, 'adx_value': 25.5498049499796, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 6717}",TREND_CONT_LONG
ES,LONG,2025-09-18 11:45:00-05:00,6708.75,2025-09-18 12:30:00-05:00,6696.75,1,-62.4,12.0,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=20 | RSI=55 | MACD_H=0.70 | e9=6701.2 | #1 | SL=11.3pts | TP=14.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 9.067742244139083, 'atr_value': 9.067742244139083, 'adx_value': 20.135384491699146, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 7187}",TREND_CONT_LONG
ES,LONG,2025-09-26 12:15:00-05:00,6695.25,2025-09-26 14:15:00-05:00,6693.5,1,-11.15,1.75,2.4,flatten,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=23 | RSI=61 | ATR=11.3 | SL=11.3pts | TP=14.1pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 11.26566325583773, 'atr_value': 11.26566325583773, 'adx_value': 22.903766968171887, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 7741}",EMA9_PB_LONG
ES,LONG,2025-09-30 13:45:00-05:00,6719.75,2025-09-30 14:30:00-05:00,6732.5,1,61.35,12.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=63 | MACD_H=1.45 | e9=6709.5 | #1 | SL=10.4pts | TP=13.0pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.32627563497633, 'atr_value': 8.32627563497633, 'adx_value': 18.806347794003976, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 7931}",TREND_CONT_LONG
ES,LONG,2025-09-30 15:00:00-05:00,6737.5,2025-09-30 15:15:00-05:00,6725.25,1,-63.65,12.25,2.4,stop_loss,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=23 | RSI=71 | MACD_H=3.07 | e9=6723.0 | #2 | SL=10.9pts | TP=13.6pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 8.709805827440327, 'atr_value': 8.709805827440327, 'adx_value': 23.01111731057281, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 7936}",TREND_CONT_LONG
ES,LONG,2025-10-01 10:15:00-05:00,6736.5,2025-10-01 10:45:00-05:00,6746.25,1,46.35,9.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA9_PB_LONG | ADX=32 | RSI=67 | ATR=8.2 | SL=8.2pts | TP=10.2pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema9_pullback', 'atr': 8.16708493818151, 'atr_value': 8.16708493818151, 'adx_value': 32.350071360840786, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 60}",EMA9_PB_LONG
ES,LONG,2025-10-01 12:00:00-05:00,6744.5,2025-10-01 12:15:00-05:00,6755.25,1,51.35,10.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=40 | RSI=69 | MACD_H=1.18 | e9=6739.6 | #2 | SL=8.7pts | TP=10.9pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 6.963105631456163, 'atr_value': 6.963105631456163, 'adx_value': 39.83908612560018, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 67}",TREND_CONT_LONG
ES,LONG,2025-10-03 09:30:00-05:00,6786.75,2025-10-03 10:45:00-05:00,6798.5,1,56.35,11.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'EMA21_PB_LONG | ADX=27 | RSI=62 | MACD_H=0.95 | ATR=5.6 | SL=8.8pts[STRUCT] | TP=11.8pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'ema21_pullback', 'atr': 5.576196177100924, 'atr_value': 5.576196177100924, 'adx_value': 27.30974139363763, 'market_state': 'UPTREND_PULLBACK', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 241}",EMA21_PB_LONG
ES,LONG,2025-10-08 09:15:00-05:00,6789.0,2025-10-08 10:15:00-05:00,6797.75,1,41.35,8.75,2.4,take_profit,"{'signal_confidence': 0.7, 'signal_reason': 'TREND_CONT_LONG | ADX=19 | RSI=69 | MACD_H=1.04 | e9=6774.8 | #1 | SL=7.3pts | TP=9.1pts', 'entry_module': '', 'entry_reason': '', 'entry_type': 'trend_continuation_long', 'atr': 5.83454907646615, 'atr_value': 5.83454907646615, 'adx_value': 19.41440299420406, 'market_state': 'UPTREND_CONTINUATION', 'trend_label': '', 'trend_label_htf': '', 'session_type': 'RTH', 'entry_bar_index': 516}",TREND_CONT_LONG
