timestamp,open,high,low,close,volume,vwap,trade_count,contract
2026-01-04 23:32:00+00:00,6905.0,6906.5,6904.75,6905.25,379,6905.675,120,MESH6
2026-01-04 23:33:00+00:00,6905.25,6905.5,6903.0,6905.0,501,6904.2,183,MESH6
2026-01-04 23:34:00+00:00,6905.0,6906.75,6904.5,6906.5,317,6905.5,129,MESH6
2026-01-04 23:35:00+00:00,6906.75,6907.25,6905.75,6905.75,333,6906.85,116,MESH6
2026-01-04 23:36:00+00:00,6906.0,6906.0,6905.25,6905.75,196,6905.575,85,MESH6
2026-01-04 23:37:00+00:00,6905.25,6906.5,6905.25,6906.0,180,6905.8,56,MESH6
2026-01-04 23:38:00+00:00,6905.75,6906.25,6905.25,6906.25,169,6905.9,55,MESH6
2026-01-04 23:39:00+00:00,6906.0,6906.25,6905.25,6905.75,99,6905.6,40,MESH6
2026-01-04 23:40:00+00:00,6905.5,6905.75,6904.0,6904.0,235,6904.775,103,MESH6
2026-01-04 23:41:00+00:00,6904.0,6905.5,6903.5,6905.25,243,6904.475,96,MESH6
2026-01-04 23:42:00+00:00,6905.25,6906.0,6905.25,6905.25,108,6905.65,53,MESH6
2026-01-04 23:43:00+00:00,6905.25,6905.25,6903.25,6903.5,319,6903.95,88,MESH6
2026-01-04 23:44:00+00:00,6903.5,6904.25,6903.0,6903.0,303,6903.4,116,MESH6
2026-01-04 23:45:00+00:00,6903.25,6903.5,6900.5,6901.25,929,6902.325,280,MESH6
2026-01-04 23:46:00+00:00,6901.5,6902.75,6900.75,6901.25,413,6901.65,199,MESH6
2026-01-04 23:47:00+00:00,6901.0,6902.75,6900.5,6902.5,362,6901.7,127,MESH6
2026-01-04 23:48:00+00:00,6902.25,6902.75,6902.25,6902.75,163,6902.45,57,MESH6
2026-01-04 23:49:00+00:00,6903.0,6904.75,6902.5,6904.25,390,6903.925,166,MESH6
2026-01-04 23:50:00+00:00,6904.5,6905.25,6903.75,6904.25,238,6904.6,115,MESH6
2026-01-04 23:51:00+00:00,6904.5,6905.25,6903.75,6904.5,220,6904.625,81,MESH6
2026-01-04 23:52:00+00:00,6904.5,6907.0,6904.5,6905.75,319,6906.1,150,MESH6
2026-01-04 23:53:00+00:00,6905.75,6906.5,6905.25,6906.25,147,6905.975,65,MESH6
2026-01-04 23:54:00+00:00,6906.25,6907.0,6905.75,6905.75,90,6906.4,53,MESH6
2026-01-04 23:55:00+00:00,6905.75,6906.75,6905.75,6905.75,99,6906.175,60,MESH6
2026-01-04 23:56:00+00:00,6905.75,6906.5,6905.5,6906.25,52,6906.125,26,MESH6
2026-01-04 23:57:00+00:00,6906.25,6906.75,6905.75,6906.5,53,6906.375,31,MESH6
2026-01-04 23:58:00+00:00,6906.25,6906.5,6905.5,6906.25,72,6905.9,30,MESH6
2026-01-04 23:59:00+00:00,6906.25,6907.75,6905.75,6907.25,263,6906.875,86,MESH6
2026-01-05 00:00:00+00:00,6907.25,6908.5,6905.75,6908.0,682,6907.5,271,MESH6
2026-01-05 00:01:00+00:00,6908.5,6910.0,6908.5,6909.0,702,6909.2,246,MESH6
2026-01-05 00:02:00+00:00,6909.25,6909.75,6908.0,6908.75,364,6908.7,153,MESH6
2026-01-05 00:03:00+00:00,6908.75,6909.25,6907.25,6908.25,237,6908.225,109,MESH6
2026-01-05 00:04:00+00:00,6908.0,6909.25,6908.0,6909.0,252,6908.75,76,MESH6
2026-01-05 00:05:00+00:00,6908.75,6909.75,6908.0,6909.0,314,6908.875,100,MESH6
2026-01-05 00:06:00+00:00,6909.0,6909.25,6907.5,6907.75,221,6908.5,94,MESH6
2026-01-05 00:07:00+00:00,6908.0,6908.5,6905.75,6907.0,400,6906.925,143,MESH6
2026-01-05 00:08:00+00:00,6907.25,6907.25,6905.0,6905.75,499,6905.825,113,MESH6
2026-01-05 00:09:00+00:00,6905.75,6906.5,6905.25,6906.25,205,6905.9,95,MESH6
2026-01-05 00:10:00+00:00,6905.75,6906.0,6904.5,6904.75,304,6905.125,112,MESH6
2026-01-05 00:11:00+00:00,6905.0,6906.25,6904.75,6905.75,200,6905.525,70,MESH6
2026-01-05 00:12:00+00:00,6905.5,6906.0,6904.5,6904.75,138,6905.075,75,MESH6
2026-01-05 00:13:00+00:00,6904.75,6905.0,6904.5,6905.0,121,6904.85,46,MESH6
2026-01-05 00:14:00+00:00,6905.0,6905.0,6903.5,6905.0,285,6904.25,88,MESH6
2026-01-05 00:15:00+00:00,6905.0,6907.25,6904.5,6906.75,356,6906.0,135,MESH6
2026-01-05 00:16:00+00:00,6906.5,6909.25,6906.25,6908.75,312,6907.75,152,MESH6
2026-01-05 00:17:00+00:00,6908.75,6909.75,6908.5,6909.0,214,6909.1,105,MESH6
2026-01-05 00:18:00+00:00,6909.25,6909.75,6909.25,6909.75,237,6909.65,67,MESH6
2026-01-05 00:19:00+00:00,6909.75,6910.5,6908.5,6908.5,476,6909.925,153,MESH6
2026-01-05 00:20:00+00:00,6908.75,6910.25,6908.75,6910.25,164,6909.35,74,MESH6
2026-01-05 00:21:00+00:00,6910.5,6910.5,6909.25,6909.75,163,6910.0,74,MESH6
2026-01-05 00:22:00+00:00,6909.75,6910.0,6907.5,6908.25,253,6908.625,117,MESH6
2026-01-05 00:23:00+00:00,6908.5,6910.25,6908.0,6909.75,181,6909.25,87,MESH6
2026-01-05 00:24:00+00:00,6909.75,6910.0,6908.75,6909.75,218,6909.225,62,MESH6
2026-01-05 00:25:00+00:00,6909.75,6909.75,6908.75,6909.0,111,6909.4,62,MESH6
2026-01-05 00:26:00+00:00,6909.0,6909.0,6907.75,6908.0,234,6908.2,111,MESH6
2026-01-05 00:27:00+00:00,6908.0,6909.5,6908.0,6909.5,101,6908.525,58,MESH6
2026-01-05 00:28:00+00:00,6909.5,6909.75,6909.25,6909.75,188,6909.475,54,MESH6
2026-01-05 00:29:00+00:00,6909.75,6909.75,6908.75,6909.0,92,6909.475,40,MESH6
2026-01-05 00:30:00+00:00,6909.0,6909.5,6908.5,6909.0,132,6908.95,59,MESH6
2026-01-05 00:31:00+00:00,6909.0,6909.25,6908.25,6908.5,70,6908.75,29,MESH6
2026-01-05 00:32:00+00:00,6908.5,6908.75,6907.5,6907.75,184,6908.1,76,MESH6
2026-01-05 00:33:00+00:00,6908.0,6909.0,6907.25,6907.75,193,6907.825,77,MESH6
2026-01-05 00:34:00+00:00,6907.5,6908.5,6907.25,6908.0,79,6907.6,42,MESH6
2026-01-05 00:35:00+00:00,6908.0,6908.25,6907.0,6908.0,112,6907.4,40,MESH6
2026-01-05 00:36:00+00:00,6908.0,6908.0,6907.5,6907.5,65,6907.85,36,MESH6
2026-01-05 00:37:00+00:00,6907.5,6907.5,6906.0,6906.25,278,6906.6,91,MESH6
2026-01-05 00:38:00+00:00,6906.25,6906.5,6903.5,6904.25,545,6904.675,254,MESH6
2026-01-05 00:39:00+00:00,6904.0,6904.5,6902.5,6904.0,394,6903.325,172,MESH6
2026-01-05 00:40:00+00:00,6904.25,6904.75,6903.0,6904.75,291,6904.075,124,MESH6
2026-01-05 00:41:00+00:00,6904.75,6905.0,6903.5,6904.0,136,6904.075,63,MESH6
2026-01-05 00:42:00+00:00,6904.0,6905.0,6904.0,6904.25,171,6904.4,72,MESH6
2026-01-05 00:43:00+00:00,6904.25,6905.5,6904.0,6905.5,145,6904.8,64,MESH6
2026-01-05 00:44:00+00:00,6905.25,6905.75,6905.0,6905.25,123,6905.4,61,MESH6
2026-01-05 00:45:00+00:00,6905.25,6907.5,6905.25,6906.5,292,6906.75,113,MESH6
2026-01-05 00:46:00+00:00,6906.5,6907.5,6906.25,6907.0,250,6907.025,91,MESH6
2026-01-05 00:47:00+00:00,6906.75,6907.25,6906.0,6906.25,152,6906.325,77,MESH6
2026-01-05 00:48:00+00:00,6906.5,6907.5,6906.25,6906.5,117,6906.85,52,MESH6
2026-01-05 00:49:00+00:00,6906.5,6907.25,6906.0,6906.5,130,6906.45,57,MESH6
2026-01-05 00:50:00+00:00,6906.75,6907.5,6905.75,6906.0,172,6906.475,61,MESH6
2026-01-05 00:51:00+00:00,6906.5,6907.25,6906.5,6906.5,74,6906.825,41,MESH6
2026-01-05 00:52:00+00:00,6906.75,6906.75,6906.25,6906.5,48,6906.625,28,MESH6
2026-01-05 00:53:00+00:00,6906.5,6907.5,6906.25,6907.25,73,6907.125,33,MESH6
2026-01-05 00:54:00+00:00,6907.25,6908.25,6907.25,6907.5,208,6907.925,80,MESH6
2026-01-05 00:55:00+00:00,6907.0,6907.5,6906.75,6907.25,117,6907.175,45,MESH6
2026-01-05 00:56:00+00:00,6907.5,6907.75,6907.0,6907.0,41,6907.3,19,MESH6
2026-01-05 00:57:00+00:00,6907.0,6908.0,6907.0,6907.5,66,6907.475,31,MESH6
2026-01-05 00:58:00+00:00,6907.5,6908.75,6907.5,6908.75,138,6908.2,66,MESH6
2026-01-05 00:59:00+00:00,6908.5,6908.75,6907.75,6908.0,111,6908.35,52,MESH6
2026-01-05 01:00:00+00:00,6908.0,6909.25,6907.75,6909.25,311,6908.875,128,MESH6
2026-01-05 01:01:00+00:00,6909.25,6910.25,6908.75,6910.0,579,6909.55,156,MESH6
2026-01-05 01:02:00+00:00,6910.25,6912.25,6909.0,6911.25,1155,6911.125,343,MESH6
2026-01-05 01:03:00+00:00,6911.25,6911.25,6908.5,6908.75,442,6909.95,188,MESH6
2026-01-05 01:04:00+00:00,6908.5,6908.75,6907.5,6908.0,442,6908.125,172,MESH6
2026-01-05 01:05:00+00:00,6908.0,6908.0,6906.75,6906.75,313,6907.225,151,MESH6
2026-01-05 01:06:00+00:00,6906.5,6909.5,6906.25,6909.0,541,6907.45,186,MESH6
2026-01-05 01:07:00+00:00,6908.75,6910.0,6908.5,6908.75,231,6909.325,96,MESH6
2026-01-05 01:08:00+00:00,6909.0,6910.0,6908.75,6909.5,153,6909.35,63,MESH6
2026-01-05 01:09:00+00:00,6909.25,6910.25,6909.0,6909.25,109,6909.5,44,MESH6
2026-01-05 01:10:00+00:00,6909.25,6909.75,6908.5,6909.25,105,6909.15,39,MESH6
2026-01-05 01:11:00+00:00,6909.25,6909.25,6907.5,6908.75,214,6908.4,80,MESH6
2026-01-05 01:12:00+00:00,6908.75,6909.0,6907.75,6908.0,145,6908.4,61,MESH6
2026-01-05 01:13:00+00:00,6907.75,6908.25,6907.25,6908.0,174,6907.65,81,MESH6
2026-01-05 01:14:00+00:00,6908.0,6909.5,6907.75,6909.0,113,6908.75,50,MESH6
2026-01-05 01:15:00+00:00,6909.25,6909.5,6907.0,6908.5,413,6907.875,158,MESH6
2026-01-05 01:16:00+00:00,6908.25,6908.75,6907.5,6908.5,213,6908.175,73,MESH6
2026-01-05 01:17:00+00:00,6908.5,6908.5,6907.5,6907.5,70,6908.0,35,MESH6
2026-01-05 01:18:00+00:00,6907.5,6907.75,6906.75,6907.25,180,6907.425,60,MESH6
2026-01-05 01:19:00+00:00,6907.25,6907.75,6906.75,6907.75,58,6907.25,36,MESH6
2026-01-05 01:20:00+00:00,6907.5,6907.75,6906.75,6906.75,141,6907.1,60,MESH6
2026-01-05 01:21:00+00:00,6906.75,6907.75,6906.0,6906.75,312,6906.875,116,MESH6
2026-01-05 01:22:00+00:00,6907.0,6908.0,6906.5,6908.0,254,6906.875,53,MESH6
2026-01-05 01:23:00+00:00,6908.0,6909.0,6908.0,6908.75,181,6908.525,63,MESH6
2026-01-05 01:24:00+00:00,6909.25,6909.5,6907.75,6908.25,103,6908.225,50,MESH6
2026-01-05 01:25:00+00:00,6908.25,6908.25,6907.5,6908.0,53,6907.9,28,MESH6
2026-01-05 01:26:00+00:00,6907.75,6908.25,6907.25,6908.25,86,6907.725,38,MESH6
2026-01-05 01:27:00+00:00,6908.5,6909.0,6908.0,6908.75,79,6908.475,40,MESH6
2026-01-05 01:28:00+00:00,6909.0,6909.5,6908.75,6909.25,165,6909.3,62,MESH6
2026-01-05 01:29:00+00:00,6909.25,6909.5,6908.75,6909.5,77,6909.15,31,MESH6
2026-01-05 01:30:00+00:00,6909.25,6909.5,6908.25,6908.5,112,6908.925,48,MESH6
2026-01-05 01:31:00+00:00,6908.5,6909.25,6908.25,6908.75,119,6908.75,45,MESH6
2026-01-05 01:32:00+00:00,6909.25,6909.75,6909.0,6909.5,145,6909.45,50,MESH6
2026-01-05 01:33:00+00:00,6909.25,6909.75,6908.75,6909.0,66,6908.925,22,MESH6
2026-01-05 01:34:00+00:00,6909.25,6909.25,6908.75,6908.75,60,6909.1,26,MESH6
2026-01-05 01:35:00+00:00,6908.5,6909.25,6908.5,6909.25,44,6909.125,23,MESH6
2026-01-05 01:36:00+00:00,6909.25,6910.0,6909.0,6910.0,142,6909.55,41,MESH6
2026-01-05 01:37:00+00:00,6910.0,6910.5,6909.5,6910.25,115,6909.975,59,MESH6
2026-01-05 01:38:00+00:00,6910.5,6912.25,6910.25,6912.0,617,6911.3,208,MESH6
2026-01-05 01:39:00+00:00,6912.0,6912.25,6911.5,6911.5,265,6911.875,96,MESH6
2026-01-05 01:40:00+00:00,6911.75,6912.0,6911.0,6911.25,128,6911.325,78,MESH6
2026-01-05 01:41:00+00:00,6911.25,6911.5,6910.5,6911.0,114,6910.925,51,MESH6
2026-01-05 01:42:00+00:00,6911.0,6911.0,6910.25,6910.25,120,6910.725,41,MESH6
2026-01-05 01:43:00+00:00,6910.25,6911.0,6910.25,6911.0,74,6910.85,31,MESH6
2026-01-05 01:44:00+00:00,6910.75,6910.75,6910.25,6910.75,141,6910.5,32,MESH6
2026-01-05 01:45:00+00:00,6910.5,6910.75,6909.25,6910.25,224,6909.875,89,MESH6
2026-01-05 01:46:00+00:00,6910.0,6910.5,6909.25,6910.0,91,6909.675,43,MESH6
2026-01-05 01:47:00+00:00,6910.25,6911.25,6910.0,6910.0,199,6910.575,80,MESH6
2026-01-05 01:48:00+00:00,6910.0,6910.0,6908.25,6908.75,330,6908.975,125,MESH6
2026-01-05 01:49:00+00:00,6909.0,6909.0,6908.25,6909.0,129,6908.65,64,MESH6
2026-01-05 01:50:00+00:00,6909.0,6909.5,6907.25,6907.75,316,6908.3,115,MESH6
2026-01-05 01:51:00+00:00,6907.75,6909.5,6907.5,6909.25,187,6908.575,79,MESH6
2026-01-05 01:52:00+00:00,6909.0,6909.25,6908.75,6909.0,77,6909.05,40,MESH6
2026-01-05 01:53:00+00:00,6908.75,6910.25,6908.75,6910.0,156,6909.65,59,MESH6
2026-01-05 01:54:00+00:00,6910.25,6910.25,6909.0,6909.75,88,6909.725,51,MESH6
2026-01-05 01:55:00+00:00,6909.75,6909.75,6909.0,6909.5,88,6909.45,37,MESH6
2026-01-05 01:56:00+00:00,6909.5,6910.0,6909.25,6909.75,115,6909.75,45,MESH6
2026-01-05 01:57:00+00:00,6909.75,6910.0,6908.75,6909.0,76,6909.275,40,MESH6
2026-01-05 01:58:00+00:00,6909.25,6909.5,6908.75,6909.0,44,6909.125,24,MESH6
2026-01-05 01:59:00+00:00,6909.0,6909.0,6908.5,6908.5,64,6908.75,29,MESH6
2026-01-05 02:00:00+00:00,6908.75,6910.25,6908.75,6910.0,182,6909.725,69,MESH6
2026-01-05 02:01:00+00:00,6910.25,6910.5,6909.75,6910.25,92,6910.1,41,MESH6
2026-01-05 02:02:00+00:00,6910.25,6912.5,6910.25,6912.0,427,6911.45,148,MESH6
2026-01-05 02:03:00+00:00,6912.5,6912.5,6911.75,6912.25,228,6912.125,105,MESH6
2026-01-05 02:04:00+00:00,6912.25,6912.75,6912.0,6912.0,233,6912.325,95,MESH6
2026-01-05 02:05:00+00:00,6912.0,6912.5,6911.5,6911.75,169,6911.85,64,MESH6
2026-01-05 02:06:00+00:00,6911.5,6911.75,6911.25,6911.5,158,6911.425,77,MESH6
2026-01-05 02:07:00+00:00,6911.75,6912.25,6911.75,6912.0,101,6911.95,41,MESH6
2026-01-05 02:08:00+00:00,6912.25,6912.25,6911.5,6912.0,56,6911.775,27,MESH6
2026-01-05 02:09:00+00:00,6912.25,6912.5,6912.0,6912.25,77,6912.275,34,MESH6
2026-01-05 02:10:00+00:00,6912.0,6912.25,6911.5,6911.75,67,6911.85,29,MESH6
2026-01-05 02:11:00+00:00,6911.75,6912.0,6911.25,6911.75,100,6911.525,33,MESH6
2026-01-05 02:12:00+00:00,6911.75,6911.75,6910.75,6910.75,64,6911.2,25,MESH6
2026-01-05 02:13:00+00:00,6910.75,6911.0,6910.5,6911.0,145,6910.75,61,MESH6
2026-01-05 02:14:00+00:00,6910.75,6911.0,6910.25,6910.5,141,6910.425,50,MESH6
2026-01-05 02:15:00+00:00,6910.75,6911.75,6910.75,6911.5,120,6911.3,53,MESH6
2026-01-05 02:16:00+00:00,6911.5,6911.75,6910.75,6911.0,74,6911.325,38,MESH6
2026-01-05 02:17:00+00:00,6911.25,6911.25,6910.5,6910.5,61,6910.75,26,MESH6
2026-01-05 02:18:00+00:00,6910.5,6911.0,6910.5,6911.0,36,6910.825,23,MESH6
2026-01-05 02:19:00+00:00,6911.25,6911.25,6910.75,6910.75,15,6910.9,13,MESH6
2026-01-05 02:20:00+00:00,6910.75,6911.0,6910.25,6911.0,61,6910.55,31,MESH6
2026-01-05 02:21:00+00:00,6911.25,6911.25,6909.75,6910.0,114,6910.2,49,MESH6
2026-01-05 02:22:00+00:00,6910.0,6910.5,6909.75,6910.25,59,6910.05,33,MESH6
2026-01-05 02:23:00+00:00,6910.5,6910.5,6909.5,6909.75,63,6909.9,25,MESH6
2026-01-05 02:24:00+00:00,6910.0,6910.25,6909.5,6910.25,50,6909.85,25,MESH6
2026-01-05 02:25:00+00:00,6910.25,6910.5,6909.75,6909.75,71,6910.2,32,MESH6
2026-01-05 02:26:00+00:00,6909.75,6910.0,6909.25,6909.75,154,6909.65,32,MESH6
2026-01-05 02:27:00+00:00,6909.5,6910.0,6909.5,6909.75,140,6909.575,27,MESH6
2026-01-05 02:28:00+00:00,6910.0,6910.25,6909.5,6910.0,39,6909.95,25,MESH6
2026-01-05 02:29:00+00:00,6910.25,6910.5,6909.75,6910.0,37,6910.2,20,MESH6
2026-01-05 02:30:00+00:00,6910.25,6910.25,6909.5,6909.75,43,6909.975,20,MESH6
2026-01-05 02:31:00+00:00,6909.5,6910.0,6909.0,6910.0,99,6909.475,33,MESH6
2026-01-05 02:32:00+00:00,6910.0,6910.75,6909.75,6910.5,72,6910.45,39,MESH6
2026-01-05 02:33:00+00:00,6910.25,6910.75,6910.25,6910.25,77,6910.5,21,MESH6
2026-01-05 02:34:00+00:00,6910.5,6910.75,6910.25,6910.75,88,6910.575,26,MESH6
2026-01-05 02:35:00+00:00,6910.5,6911.0,6910.0,6910.75,65,6910.525,27,MESH6
2026-01-05 02:36:00+00:00,6911.0,6911.0,6909.5,6909.5,197,6910.4,58,MESH6
2026-01-05 02:37:00+00:00,6909.5,6909.75,6909.0,6909.5,189,6909.325,70,MESH6
2026-01-05 02:38:00+00:00,6909.5,6910.0,6909.0,6910.0,45,6909.6,21,MESH6
2026-01-05 02:39:00+00:00,6909.75,6910.0,6909.75,6910.0,65,6909.85,23,MESH6
2026-01-05 02:40:00+00:00,6909.75,6909.75,6909.25,6909.5,42,6909.425,26,MESH6
2026-01-05 02:41:00+00:00,6909.5,6909.5,6908.25,6908.75,221,6908.8,83,MESH6
2026-01-05 02:42:00+00:00,6908.75,6909.25,6908.25,6909.25,192,6908.7,52,MESH6
2026-01-05 02:43:00+00:00,6909.5,6910.25,6909.25,6910.0,174,6909.9,55,MESH6
2026-01-05 02:44:00+00:00,6910.0,6910.5,6909.75,6910.5,64,6910.25,26,MESH6
2026-01-05 02:45:00+00:00,6910.25,6910.75,6910.25,6910.5,54,6910.475,19,MESH6
2026-01-05 02:46:00+00:00,6910.75,6912.25,6910.75,6912.0,257,6911.55,83,MESH6
2026-01-05 02:47:00+00:00,6912.0,6912.5,6911.75,6912.0,104,6912.175,52,MESH6
2026-01-05 02:48:00+00:00,6912.0,6912.25,6911.75,6912.0,113,6912.0,59,MESH6
2026-01-05 02:49:00+00:00,6912.0,6912.75,6912.0,6912.0,225,6912.425,45,MESH6
2026-01-05 02:50:00+00:00,6912.25,6912.5,6911.75,6912.5,83,6912.175,30,MESH6
2026-01-05 02:51:00+00:00,6912.5,6912.75,6911.75,6911.75,164,6912.375,33,MESH6
2026-01-05 02:52:00+00:00,6911.75,6912.0,6911.25,6912.0,156,6911.725,41,MESH6
2026-01-05 02:53:00+00:00,6912.0,6912.5,6912.0,6912.0,91,6912.3,21,MESH6
2026-01-05 02:54:00+00:00,6912.0,6912.5,6912.0,6912.5,25,6912.175,15,MESH6
2026-01-05 02:55:00+00:00,6912.25,6912.5,6911.75,6911.75,44,6912.025,22,MESH6
2026-01-05 02:56:00+00:00,6911.75,6912.25,6911.75,6912.0,48,6911.975,14,MESH6
2026-01-05 02:57:00+00:00,6912.25,6912.5,6912.0,6912.0,21,6912.25,11,MESH6
2026-01-05 02:58:00+00:00,6912.0,6912.25,6911.5,6912.0,61,6911.85,30,MESH6
2026-01-05 02:59:00+00:00,6911.75,6912.0,6911.0,6911.5,217,6911.4,60,MESH6
2026-01-05 03:00:00+00:00,6911.25,6911.5,6910.25,6911.5,210,6910.725,67,MESH6
2026-01-05 03:01:00+00:00,6911.25,6911.75,6911.25,6911.5,43,6911.45,20,MESH6
2026-01-05 03:02:00+00:00,6911.5,6911.75,6911.25,6911.5,66,6911.55,28,MESH6
2026-01-05 03:03:00+00:00,6911.5,6911.5,6911.0,6911.0,58,6911.2,25,MESH6
2026-01-05 03:04:00+00:00,6911.0,6911.75,6911.0,6911.75,40,6911.35,20,MESH6
2026-01-05 03:05:00+00:00,6911.5,6912.25,6911.25,6912.0,96,6911.775,38,MESH6
2026-01-05 03:06:00+00:00,6911.75,6912.25,6911.5,6911.5,91,6911.75,42,MESH6
2026-01-05 03:07:00+00:00,6911.75,6911.75,6911.5,6911.75,26,6911.675,13,MESH6
2026-01-05 03:08:00+00:00,6911.5,6912.25,6911.5,6912.0,39,6912.0,19,MESH6
2026-01-05 03:09:00+00:00,6912.0,6912.25,6911.75,6911.75,45,6911.9,18,MESH6
2026-01-05 03:10:00+00:00,6911.75,6911.75,6911.0,6911.25,39,6911.275,21,MESH6
2026-01-05 03:11:00+00:00,6911.25,6911.25,6910.5,6910.5,277,6910.75,36,MESH6
2026-01-05 03:12:00+00:00,6910.5,6911.0,6910.5,6911.0,78,6910.825,24,MESH6
2026-01-05 03:13:00+00:00,6911.0,6911.0,6910.75,6911.0,27,6911.0,15,MESH6
2026-01-05 03:14:00+00:00,6911.0,6911.0,6910.5,6910.5,55,6910.65,16,MESH6
2026-01-05 03:15:00+00:00,6910.5,6910.75,6910.25,6910.5,44,6910.425,24,MESH6
2026-01-05 03:16:00+00:00,6910.5,6910.75,6910.0,6910.25,59,6910.225,33,MESH6
2026-01-05 03:17:00+00:00,6910.25,6910.25,6909.75,6909.75,98,6909.95,42,MESH6
2026-01-05 03:18:00+00:00,6909.5,6910.25,6909.5,6910.25,65,6909.85,37,MESH6
2026-01-05 03:19:00+00:00,6910.25,6910.75,6910.0,6910.5,77,6910.525,32,MESH6
2026-01-05 03:20:00+00:00,6910.5,6911.25,6910.25,6911.25,69,6910.825,28,MESH6
2026-01-05 03:21:00+00:00,6911.25,6911.25,6910.5,6911.0,81,6910.95,32,MESH6
2026-01-05 03:22:00+00:00,6910.75,6911.0,6910.75,6910.75,28,6910.75,15,MESH6
2026-01-05 03:23:00+00:00,6910.75,6910.75,6910.5,6910.75,34,6910.675,10,MESH6
2026-01-05 03:24:00+00:00,6910.75,6910.75,6910.0,6910.25,69,6910.3,23,MESH6
2026-01-05 03:25:00+00:00,6910.5,6910.5,6909.75,6910.5,33,6910.225,20,MESH6
2026-01-05 03:26:00+00:00,6910.5,6911.0,6910.5,6910.75,52,6910.775,17,MESH6
2026-01-05 03:27:00+00:00,6911.0,6911.0,6910.5,6910.5,27,6910.775,12,MESH6
2026-01-05 03:28:00+00:00,6910.5,6911.0,6910.5,6910.75,15,6910.725,10,MESH6
2026-01-05 03:29:00+00:00,6910.75,6910.75,6910.75,6910.75,17,6910.75,6,MESH6
2026-01-05 03:30:00+00:00,6910.5,6910.5,6910.0,6910.5,94,6910.25,24,MESH6
2026-01-05 03:31:00+00:00,6910.25,6910.25,6909.75,6909.75,117,6909.9,35,MESH6
2026-01-05 03:32:00+00:00,6910.0,6910.0,6909.25,6909.5,67,6909.7,25,MESH6
